Time (msec),Engine Speed (rpm),A/F Correction #1 (%),A/F Learning #1 (%),Battery Voltage (V),Coolant Temperature (F),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Mass Airflow (g/s),Throttle Opening Angle (%),Knock Correction Advance (degrees),Engine Load (Calculated) (g/rev),Injector Duty Cycle (%),Ignition Total Timing (degrees),Intake Air Temperature (F),A/F Sensor #1 (AFR),Manifold Relative Pressure (psi),Intake VVT Advance Angle Right (degrees),Atmospheric Pressure (psi),Manifold Absolute Pressure (psi),Idle Switch (On/Off),Rear O2 Sensor Rich Signal (On/Off),Air Conditioning Switch (On/Off)
12421,738,0.00,0.00,13.44,181,0.00,3.65,3.92,0.00,0.30,1.72,17.00,99,12.86,-7.25,0,14.36,6.96,1,0,0
12490,730,-0.78,0.00,13.44,181,0.00,3.65,3.92,0.00,0.29,1.56,17.00,99,12.86,-7.25,0,14.36,6.96,1,0,0
12560,732,-2.34,0.00,13.36,181,0.00,3.65,3.92,0.00,0.30,1.56,16.50,99,12.86,-7.25,0,14.36,6.96,1,0,0
12628,732,-2.34,0.00,13.44,181,0.00,3.62,3.92,0.00,0.29,1.58,16.50,99,12.86,-7.25,0,14.36,6.96,1,0,0
12697,737,-3.91,0.00,13.44,181,0.00,3.62,3.92,0.00,0.29,1.57,16.50,99,12.86,-7.25,0,14.36,6.96,1,0,0
12765,738,-4.69,0.00,13.44,181,0.00,3.62,3.92,0.00,0.30,1.57,17.00,99,12.86,-7.25,0,14.36,6.96,1,0,0
12835,738,-5.47,0.00,13.36,181,0.00,3.62,3.92,0.00,0.30,1.57,17.00,99,12.86,-7.25,0,14.36,6.96,1,0,0
12903,730,-5.47,0.00,13.44,181,0.00,3.65,3.92,0.00,0.30,1.56,17.00,99,12.86,-7.25,0,14.36,6.96,1,0,0
12973,739,-6.25,0.00,13.52,181,0.00,3.62,3.92,0.00,0.29,1.58,16.50,99,12.86,-7.25,0,14.36,6.96,1,0,0
13041,740,-7.03,0.00,13.44,180,0.00,3.62,3.92,0.00,0.29,1.59,16.50,99,12.86,-7.25,0,14.36,6.96,1,0,0
13111,736,-7.03,0.00,13.52,180,0.00,3.62,3.92,0.00,0.29,1.58,16.50,99,12.86,-7.40,0,14.36,6.96,1,0,0
13180,746,-7.81,0.00,13.44,180,0.00,3.62,3.92,0.00,0.30,1.59,16.50,99,12.86,-7.40,0,14.36,6.96,1,0,0
13249,748,-8.59,0.00,13.44,180,0.00,3.62,3.92,0.00,0.29,1.59,16.50,99,12.86,-7.40,0,14.36,6.96,1,0,0
13318,742,-8.59,0.00,13.36,180,0.00,3.62,3.92,0.00,0.29,1.58,17.00,99,12.98,-7.40,0,14.36,6.96,1,0,0
13387,736,-9.38,0.00,13.44,180,0.00,3.62,3.92,0.00,0.29,1.57,17.00,99,12.98,-7.40,0,14.36,6.96,1,0,0
13457,730,-10.16,0.00,13.36,180,0.00,3.62,3.92,0.00,0.29,1.56,17.00,99,13.09,-7.40,0,14.36,6.96,1,0,0
13525,726,-10.16,0.00,13.44,180,0.00,3.62,3.92,0.00,0.30,1.56,17.00,99,13.09,-7.40,0,14.36,6.96,1,0,0
13594,730,-10.94,0.00,13.44,180,0.00,3.60,3.92,0.00,0.30,1.56,17.00,99,13.21,-7.40,0,14.36,6.96,1,0,0
13664,727,-10.94,0.00,13.36,180,0.00,3.60,3.92,0.00,0.30,1.40,17.00,99,13.32,-7.40,0,14.36,6.96,1,0,0
13732,721,-10.94,0.00,13.44,180,0.00,3.60,3.92,0.00,0.30,1.38,17.00,99,13.32,-7.40,0,14.36,6.96,1,0,0
13801,710,-11.72,0.00,13.44,180,0.00,3.60,3.92,0.00,0.30,1.51,17.50,99,13.44,-7.40,0,14.36,6.96,1,0,0
13870,705,-11.72,0.00,13.44,180,0.00,3.60,3.92,0.00,0.30,1.50,17.00,99,13.55,-7.40,0,14.36,6.96,1,0,0
13939,704,-11.72,0.00,13.36,180,0.00,3.60,3.92,0.00,0.30,1.52,17.00,99,13.67,-7.25,0,14.36,6.96,1,0,0
14008,708,-11.72,0.00,13.44,180,0.00,3.58,3.92,0.00,0.31,1.51,17.00,99,13.78,-7.25,0,14.36,6.96,1,0,0
14078,703,-11.72,0.00,13.36,180,0.00,3.58,3.92,0.00,0.30,1.51,17.50,99,13.78,-7.25,0,14.36,7.11,1,0,0
14146,700,-11.72,0.00,13.44,180,0.00,3.58,3.92,0.00,0.31,1.34,17.50,99,13.90,-7.25,0,14.36,7.11,1,0,0
14215,694,-12.50,0.00,13.36,180,0.00,3.58,3.53,0.00,0.31,1.33,18.00,99,13.90,-7.25,0,14.36,7.11,1,0,0
14284,691,-12.50,0.00,13.36,180,0.00,3.60,3.53,0.00,0.31,1.34,17.50,99,14.01,-7.25,0,14.36,7.11,1,0,0
14353,699,-12.50,0.00,13.36,180,0.00,3.58,3.92,0.00,0.31,1.34,17.50,99,14.01,-7.25,0,14.36,7.11,1,0,0
14423,698,-12.50,0.00,13.36,180,0.00,3.58,3.53,0.00,0.31,1.33,18.00,99,14.01,-7.25,0,14.36,7.11,1,0,0
14491,691,-12.50,0.00,13.44,180,0.00,3.58,3.53,0.00,0.31,1.47,18.00,99,14.13,-7.25,0,14.36,7.11,1,0,0
14560,690,-13.28,0.00,13.36,180,0.00,3.58,3.92,0.00,0.31,1.32,17.50,99,14.13,-7.25,0,14.36,7.11,1,0,0
14630,691,-13.28,0.00,13.44,180,0.00,3.58,3.53,0.00,0.31,1.34,17.50,99,14.13,-7.25,0,14.36,7.11,1,0,0
14698,698,-13.28,0.00,13.36,180,0.00,3.58,3.53,0.00,0.31,1.49,17.00,99,14.24,-7.11,0,14.36,7.11,1,0,0
14766,694,-13.28,0.00,13.44,180,0.00,3.58,3.92,0.00,0.31,1.48,17.50,99,14.24,-7.11,0,14.36,7.11,1,0,0
14836,682,-13.28,0.00,13.36,180,0.00,3.58,3.53,0.00,0.31,1.45,18.00,99,14.36,-7.11,0,14.36,7.11,1,0,0
14905,690,-13.28,0.00,13.36,180,0.00,3.58,3.53,0.00,0.31,1.47,17.50,99,14.36,-7.11,0,14.36,7.11,1,0,0
14974,688,-13.28,0.00,13.36,180,0.00,3.58,3.92,0.00,0.31,1.48,17.00,99,14.47,-7.11,0,14.36,7.25,1,0,0
15043,693,-13.28,0.00,13.36,180,0.00,3.58,3.92,0.00,0.31,1.48,17.00,99,14.47,-7.11,0,14.36,7.25,1,0,0
15112,693,-13.28,0.00,13.28,180,0.00,3.58,3.92,0.00,0.31,1.47,17.00,99,14.47,-7.11,0,14.36,7.25,1,0,0
15181,686,-13.28,0.00,13.44,180,0.00,3.58,3.92,0.00,0.31,1.32,17.50,99,14.59,-7.11,0,14.36,7.25,1,0,0
15249,692,-12.50,0.00,13.36,180,0.00,3.58,3.92,0.00,0.31,1.33,17.00,99,14.59,-7.11,0,14.36,7.25,1,0,0
15319,693,-12.50,0.00,13.36,180,0.00,3.58,3.92,0.00,0.31,1.33,17.00,99,14.59,-7.11,0,14.36,7.25,1,0,0
15388,688,-12.50,0.00,13.28,180,0.00,3.58,3.92,0.00,0.31,1.32,17.00,99,14.70,-7.11,0,14.36,7.25,1,0,0
15458,693,-12.50,0.00,13.36,180,0.00,3.60,3.92,0.00,0.31,1.32,17.00,99,14.70,-7.11,0,14.36,7.25,1,0,0
15526,688,-12.50,0.00,13.44,180,0.00,3.58,3.92,0.00,0.31,1.32,17.00,99,14.70,-7.11,0,14.36,7.25,1,0,0
15596,686,-12.50,0.00,13.36,180,0.00,3.58,3.92,0.00,0.31,1.33,17.00,99,14.70,-7.11,0,14.36,7.25,1,0,0
15664,687,-12.50,0.00,13.36,180,0.00,3.60,3.92,0.00,0.31,1.32,17.00,99,14.70,-7.11,0,14.36,7.25,1,0,0
15733,680,-12.50,0.00,13.36,180,0.00,3.62,3.92,0.00,0.32,1.31,17.50,99,14.70,-7.11,0,14.36,7.25,1,0,0
15802,691,-12.50,0.00,13.44,180,0.00,3.62,3.92,0.00,0.32,1.45,17.50,99,14.81,-7.11,0,14.36,7.25,1,0,0
15871,680,-12.50,0.00,13.36,180,0.00,3.62,3.92,0.00,0.31,1.45,17.00,99,14.81,-7.11,0,14.36,7.25,1,0,0
15941,686,-12.50,0.00,13.36,180,0.00,3.62,3.92,0.00,0.31,1.48,17.00,97,14.81,-6.96,0,14.36,7.25,1,0,0
16009,694,-12.50,0.00,13.36,180,0.00,3.62,3.92,0.00,0.32,1.48,17.00,97,14.81,-6.96,0,14.36,7.25,1,0,0
16079,683,-12.50,0.00,13.36,180,0.00,3.65,3.92,0.00,0.32,1.45,17.00,97,14.81,-6.96,0,14.36,7.25,1,0,0
16148,684,-12.50,0.00,13.36,180,0.00,3.67,3.92,0.00,0.32,1.46,17.00,97,14.93,-6.96,0,14.36,7.25,1,0,0
16216,682,-11.72,0.00,13.36,180,0.00,3.65,3.92,0.00,0.32,1.45,17.00,97,14.93,-6.96,0,14.36,7.40,1,0,0
16285,686,-11.72,0.00,13.36,180,0.00,3.65,3.92,0.00,0.32,1.48,17.00,97,14.93,-6.96,0,14.36,7.40,1,0,0
16354,693,-11.72,0.00,13.36,180,0.00,3.70,3.92,0.00,0.32,1.48,17.00,97,14.93,-6.96,0,14.36,7.40,1,0,0
16424,698,-11.72,0.00,13.36,180,0.00,3.70,3.92,0.00,0.32,1.47,17.00,97,14.93,-6.96,0,14.36,7.40,1,0,0
16492,689,-11.72,0.00,13.44,180,0.00,3.70,3.92,0.00,0.32,1.47,17.00,97,14.93,-6.96,0,14.36,7.40,1,0,0
16561,690,-11.72,0.00,13.36,180,0.00,3.70,3.92,0.00,0.32,1.47,17.00,97,14.93,-6.96,0,14.36,7.40,1,0,0
16630,692,-10.94,0.00,13.36,180,0.00,3.72,3.92,0.00,0.32,1.49,17.00,97,15.04,-6.96,0,14.36,7.40,1,0,0
16700,700,-10.94,0.00,13.36,180,0.00,3.72,3.92,0.00,0.32,1.49,17.00,97,14.93,-6.96,0,14.36,7.40,1,0,0
16769,698,-10.94,0.00,13.36,180,0.00,3.72,3.92,0.00,0.32,1.47,17.00,97,15.04,-6.96,0,14.36,7.40,1,0,0
16838,698,-10.94,0.00,13.52,180,0.00,3.75,3.92,0.00,0.32,1.49,17.00,97,15.04,-6.96,0,14.36,7.40,1,0,0
16906,698,-10.94,0.00,13.36,180,0.00,3.75,3.92,0.00,0.32,1.49,16.50,97,15.04,-6.96,0,14.36,7.40,1,0,0
16975,693,-10.94,0.00,13.36,180,0.00,3.75,3.92,0.00,0.32,1.48,17.00,97,15.04,-6.96,0,14.36,7.40,1,0,0
17044,699,-10.16,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.49,17.00,97,15.04,-6.96,0,14.36,7.40,1,0,0
17113,702,-10.16,0.00,13.36,180,0.00,3.75,3.92,0.00,0.33,1.48,17.00,97,15.16,-6.96,0,14.36,7.40,1,0,0
17183,702,-10.16,0.00,13.52,180,0.00,3.75,3.92,0.00,0.32,1.50,17.00,97,15.16,-6.96,0,14.36,7.40,1,0,0
17251,709,-10.16,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.51,16.50,97,15.16,-6.96,0,14.36,7.40,1,0,0
17320,704,-9.38,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.52,16.50,97,15.16,-6.96,0,14.36,7.40,1,0,0
17390,713,-9.38,0.00,13.44,180,0.00,3.80,3.92,0.00,0.32,1.52,16.50,97,15.16,-6.96,0,14.36,7.40,1,0,0
17458,720,-9.38,0.00,13.44,180,0.00,3.80,3.92,0.00,0.32,1.54,16.50,97,15.04,-6.96,0,14.36,7.40,1,0,0
17527,722,-9.38,0.00,13.44,180,0.00,3.82,3.92,0.00,0.32,1.53,16.50,97,15.16,-6.96,0,14.36,7.40,1,0,0
17597,709,-9.38,0.00,13.52,180,0.00,3.82,3.92,0.00,0.32,1.51,16.50,97,15.16,-6.96,0,14.36,7.40,1,0,0
17665,715,-9.38,0.00,13.44,180,0.00,3.82,3.92,0.00,0.32,1.53,16.50,97,15.16,-6.96,0,14.36,7.40,1,0,0
17735,711,-8.59,0.00,13.44,180,0.00,3.80,3.92,0.00,0.32,1.53,16.50,97,15.16,-6.96,0,14.36,7.40,1,0,0
17803,724,-8.59,0.00,13.44,180,0.00,3.82,3.92,0.00,0.32,1.54,16.50,97,15.16,-6.96,0,14.36,7.40,1,0,0
17872,725,-8.59,0.00,13.44,180,0.00,3.82,3.92,0.00,0.32,1.54,16.50,97,15.04,-6.96,0,14.36,7.40,1,0,0
17942,724,-8.59,0.00,13.52,180,0.00,3.82,3.92,0.00,0.32,1.53,16.50,97,15.04,-6.96,0,14.36,7.40,1,0,0
18011,717,-8.59,0.00,13.44,180,0.00,3.82,3.92,0.00,0.32,1.53,16.50,97,15.04,-6.96,0,14.36,7.25,1,0,0
18079,714,-8.59,0.00,13.44,180,0.00,3.82,3.92,0.00,0.32,1.54,16.50,97,15.04,-6.96,0,14.36,7.25,1,0,0
18149,721,-8.59,0.00,13.52,180,0.00,3.82,3.92,0.00,0.32,1.54,16.50,97,15.04,-6.96,0,14.36,7.40,1,0,0
18217,730,-7.81,0.00,13.44,180,0.00,3.85,3.92,0.00,0.32,1.56,16.00,97,15.04,-6.96,0,14.36,7.25,1,0,0
18287,736,-7.81,0.00,13.44,180,0.00,3.85,3.92,0.00,0.32,1.55,16.50,97,15.04,-6.96,0,14.36,7.25,1,0,0
18355,738,-7.81,0.00,13.44,180,0.00,3.85,3.92,0.00,0.31,1.57,16.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
18425,728,-7.81,0.00,13.44,180,0.00,3.82,3.92,0.00,0.31,1.55,16.50,97,15.04,-7.11,0,14.36,7.25,1,0,0
18494,732,-7.81,0.00,13.44,180,0.00,3.85,3.92,0.00,0.31,1.56,16.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
18562,734,-7.81,0.00,13.44,180,0.00,3.82,3.92,0.00,0.31,1.57,16.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
18631,740,-7.81,0.00,13.52,180,0.00,3.85,3.92,0.00,0.31,1.58,16.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
18700,739,-7.03,0.00,13.36,180,0.00,3.82,3.92,0.00,0.31,1.58,16.50,97,15.04,-7.11,0,14.36,7.25,1,0,0
18770,737,-7.03,0.00,13.44,180,0.00,3.82,3.92,0.00,0.31,1.41,16.50,97,15.04,-7.11,0,14.36,7.25,1,0,0
18838,732,-7.03,0.00,13.52,180,0.00,3.82,3.92,0.00,0.31,1.56,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
18909,732,-7.03,0.00,13.44,180,0.00,3.82,3.92,0.00,0.31,1.56,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
18976,722,-7.03,0.00,13.36,180,0.00,3.82,3.92,0.00,0.31,1.57,16.50,97,14.93,-7.11,0,14.36,7.11,1,0,0
19046,730,-7.03,0.00,13.44,180,0.00,3.82,3.92,0.00,0.31,1.56,16.50,97,14.93,-7.11,0,14.36,7.11,1,0,0
19115,724,-7.03,0.00,13.52,180,0.00,3.82,3.92,0.00,0.32,1.55,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
19183,728,-7.03,0.00,13.36,180,0.00,3.85,3.92,0.00,0.32,1.54,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
19253,726,-7.03,0.00,13.60,180,0.00,3.82,3.92,0.00,0.32,1.39,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
19321,728,-7.03,0.00,13.44,180,0.00,3.82,3.92,0.00,0.31,1.40,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
19391,720,-6.25,0.00,13.52,180,0.00,3.80,3.92,0.00,0.31,1.40,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
19460,727,-6.25,0.00,13.44,180,0.00,3.80,3.92,0.00,0.31,1.40,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
19529,724,-6.25,0.00,13.44,180,0.00,3.82,3.92,0.00,0.32,1.39,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
19598,725,-6.25,0.00,13.44,180,0.00,3.82,3.92,0.00,0.32,1.53,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
19667,725,-6.25,0.00,13.52,180,0.00,3.82,3.92,0.00,0.32,1.39,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
19736,726,-6.25,0.00,13.44,180,0.00,3.80,3.92,0.00,0.31,1.55,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
19805,734,-6.25,0.00,13.44,180,0.00,3.80,3.92,0.00,0.31,1.42,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
19874,736,-6.25,0.00,13.52,180,0.00,3.80,3.92,0.00,0.31,1.41,16.50,97,14.93,-7.11,0,14.36,7.11,1,0,0
19943,734,-6.25,0.00,13.44,180,0.00,3.80,3.92,0.00,0.31,1.41,16.50,97,14.93,-7.11,0,14.36,7.11,1,0,0
20012,740,-6.25,0.00,13.52,180,0.00,3.80,3.92,0.00,0.31,1.40,17.00,97,14.93,-7.11,0,14.36,7.11,1,0,0
20081,743,-5.47,0.00,13.44,180,0.00,3.82,3.92,0.00,0.31,1.42,16.50,97,14.93,-7.11,0,14.36,7.11,1,0,0
20150,736,-5.47,0.00,13.52,180,0.00,3.77,3.92,0.00,0.31,1.41,16.50,97,14.93,-7.11,0,14.36,7.11,1,0,0
20219,728,-5.47,0.00,13.44,180,0.00,3.77,3.92,0.00,0.30,1.40,16.50,97,14.93,-7.25,0,14.36,7.11,1,0,0
20288,729,-5.47,0.00,13.52,180,0.00,3.77,3.92,0.00,0.31,1.41,16.50,97,14.93,-7.25,0,14.36,7.11,1,0,0
20357,738,-5.47,0.00,13.44,180,0.00,3.80,3.92,0.00,0.31,1.42,16.50,97,14.93,-7.11,0,14.36,7.11,1,0,0
20426,736,-5.47,0.00,13.44,180,0.00,3.77,3.92,0.00,0.31,1.41,17.00,97,14.93,-7.25,0,14.36,7.11,1,0,0
20495,731,-5.47,0.00,13.36,180,0.00,3.77,3.92,0.00,0.31,1.40,17.00,97,14.93,-7.25,0,14.36,7.11,1,0,0
20564,722,-5.47,0.00,13.52,180,0.00,3.77,3.92,0.00,0.31,1.39,17.00,97,14.93,-7.25,0,14.36,7.11,1,0,0
20633,716,-4.69,0.00,13.44,180,0.00,3.77,3.92,0.00,0.31,1.37,17.00,97,14.93,-7.11,0,14.36,7.11,1,0,0
20702,712,-4.69,0.00,13.44,180,0.00,3.77,3.92,0.00,0.31,1.38,17.00,97,14.93,-7.11,0,14.36,7.11,1,0,0
20771,715,-4.69,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.37,17.00,97,14.93,-7.11,0,14.36,7.11,1,0,0
20840,712,-4.69,0.00,13.36,180,0.00,3.77,3.92,0.00,0.32,1.37,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
20909,648,-4.69,0.00,13.52,180,0.00,3.75,3.92,0.00,0.32,1.35,17.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
20978,710,-4.69,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.36,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
21047,707,-4.69,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.37,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
21116,713,-4.69,0.00,13.52,180,0.00,3.75,3.92,0.00,0.32,1.52,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
21185,710,-3.91,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.52,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
21254,716,-3.91,0.00,13.36,180,0.00,3.72,3.92,0.00,0.32,1.51,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
21323,715,-3.91,0.00,13.52,180,0.00,3.75,3.92,0.00,0.31,1.37,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
21392,714,-3.91,0.00,13.44,180,0.00,3.75,3.92,0.00,0.31,1.37,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
21461,715,-3.91,0.00,13.44,180,0.00,3.75,3.92,0.00,0.31,1.39,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
21530,719,-3.91,0.00,13.44,180,0.00,3.75,3.92,0.00,0.31,1.38,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
21599,715,-3.91,0.00,13.36,180,0.00,3.77,3.92,0.00,0.32,1.37,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
21668,718,-3.91,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.37,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
21737,704,-3.12,0.00,13.44,180,0.00,3.75,3.92,0.00,0.31,1.35,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
21806,712,-3.12,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.36,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
21875,714,-3.12,0.00,13.44,180,0.00,3.75,3.92,0.00,0.31,1.38,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
21944,720,-3.12,0.00,13.44,180,0.00,3.75,3.92,0.00,0.31,1.38,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
22013,714,-3.12,0.00,13.44,180,0.00,3.75,3.92,0.00,0.31,1.37,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
22082,708,-2.34,0.00,13.52,180,0.00,3.75,3.92,0.00,0.32,1.51,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
22151,702,-2.34,0.00,13.36,180,0.00,3.75,3.92,0.00,0.32,1.50,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
22220,767,-2.34,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.51,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
22289,712,-2.34,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.52,17.00,97,15.16,-7.11,0,14.36,7.25,1,0,0
22358,715,-2.34,0.00,13.36,180,0.00,3.75,3.92,0.00,0.32,1.37,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
22428,717,-2.34,0.00,13.44,180,0.00,3.75,3.92,0.00,0.32,1.36,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
22497,707,-1.56,0.00,13.44,180,0.00,3.75,3.92,0.00,0.31,1.36,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
22565,708,-1.56,0.00,13.52,180,0.00,3.75,3.92,0.00,0.31,1.38,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
22634,709,-1.56,0.00,13.44,180,0.00,3.77,3.92,0.00,0.32,1.36,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
22703,710,-1.56,0.00,13.44,180,0.00,3.77,3.92,0.00,0.32,1.36,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
22772,712,-1.56,0.00,13.44,180,0.00,3.77,3.92,0.00,0.32,1.50,17.00,97,15.04,-6.96,0,14.36,7.25,1,0,0
22841,708,-1.56,0.00,13.60,180,0.00,3.77,3.92,0.00,0.32,1.51,17.00,97,15.04,-6.96,0,14.36,7.25,1,0,0
22911,712,-1.56,0.00,13.44,180,0.00,3.75,3.92,0.00,0.31,1.52,17.00,97,15.04,-6.96,0,14.36,7.25,1,0,0
22979,712,-1.56,0.00,13.44,180,0.00,3.75,3.92,0.00,0.31,1.53,17.00,97,15.04,-6.96,0,14.36,7.25,1,0,0
23048,722,-0.78,0.00,13.44,180,0.00,3.75,3.92,0.00,0.31,1.54,16.50,97,15.04,-6.96,0,14.36,7.25,1,0,0
23117,715,-0.78,0.00,13.44,180,0.00,3.77,3.92,0.00,0.32,1.53,17.00,97,15.04,-6.96,0,14.36,7.25,1,0,0
23186,720,-0.78,0.00,13.44,180,0.00,3.77,3.92,0.00,0.32,1.51,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
23255,712,-0.78,0.00,13.52,180,0.00,3.75,3.92,0.00,0.31,1.52,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
23324,713,-0.78,0.00,13.44,180,0.00,3.77,3.92,0.00,0.31,1.53,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
23394,715,0.00,0.00,13.52,180,0.00,3.77,3.92,0.00,0.31,1.54,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
23462,721,0.00,0.00,13.52,180,0.00,3.75,3.92,0.00,0.32,1.54,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
23531,724,0.00,0.00,13.44,180,0.00,3.77,3.92,0.00,0.31,1.53,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
23600,710,0.00,0.00,13.52,180,0.00,3.77,3.92,0.00,0.32,1.51,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
23669,714,0.00,0.00,13.44,180,0.00,3.77,3.92,0.00,0.32,1.52,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
23738,721,0.00,0.00,13.44,180,0.00,3.77,3.92,0.00,0.31,1.54,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
23807,726,0.00,0.00,13.52,180,0.00,3.77,3.92,0.00,0.31,1.55,16.50,97,15.04,-7.11,0,14.36,7.25,1,0,0
23876,724,0.00,0.00,13.44,180,0.00,3.80,3.92,0.00,0.31,1.55,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
23945,722,0.00,0.00,13.44,180,0.00,3.80,3.92,0.00,0.32,1.54,17.00,97,15.04,-7.11,0,14.36,7.25,1,0,0
24014,714,0.78,0.00,13.52,180,0.00,3.80,3.92,0.00,0.32,1.52,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
24083,716,0.78,0.00,13.44,180,0.00,3.80,3.92,0.00,0.32,1.53,17.00,97,14.93,-7.11,0,14.36,7.25,1,0,0
24152,724,0.78,0.00,13.44,180,0.00,3.80,3.92,0.00,0.31,1.55,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
24221,729,0.78,0.00,13.52,180,0.00,3.80,3.92,0.00,0.31,1.56,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
24290,734,0.78,0.00,13.44,180,0.00,3.80,3.92,0.00,0.31,1.57,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
24359,737,0.78,0.00,13.52,180,0.00,3.80,3.92,0.00,0.31,1.56,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
24428,732,0.78,0.00,13.52,180,0.00,3.80,3.92,0.00,0.31,1.56,16.50,97,14.93,-7.11,0,14.36,7.25,1,0,0
24498,731,0.78,0.00,13.52,180,0.00,3.80,3.92,0.00,0.31,1.56,16.50,97,14.81,-7.11,0,14.36,7.25,1,0,0
24567,731,0.78,0.00,13.44,180,0.00,3.80,3.92,0.00,0.31,1.58,16.50,97,14.81,-7.11,0,14.36,7.25,1,0,0
24635,731,0.78,0.00,13.52,180,0.00,3.80,3.92,0.00,0.31,1.56,16.50,97,14.81,-7.11,0,14.36,7.25,1,0,0
24704,740,0.78,0.00,13.52,180,0.00,3.82,3.92,0.00,0.31,1.58,16.50,97,14.81,-7.11,0,14.36,7.25,1,0,0
24773,744,0.78,0.00,13.60,180,0.00,3.82,3.92,0.00,0.31,1.43,16.50,97,14.81,-7.11,0,14.36,7.25,1,0,0
24843,750,0.78,0.00,13.60,180,0.00,3.82,3.92,0.00,0.31,1.42,16.50,97,14.81,-7.11,0,14.36,7.11,1,0,0
24912,744,0.78,0.00,13.68,180,0.00,3.80,3.92,0.00,0.31,1.43,16.50,97,14.81,-7.11,0,14.36,7.11,1,0,0
