Time (msec),A/F Correction #1 (%),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Fuel Injector #1 Pulse Width (ms),Mass Airflow (g/s),Throttle Opening Angle (%),Knock Correction Advance (degrees),CL/OL Fueling* (status),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Closed Loop Fueling Target (2-byte)* (lambda),Closed Loop Fueling Target (4-byte)* (estimated AFR),Engine Load (4-Byte)* (g/rev),Feedback Knock Correction (1-byte)** (degrees),Feedback Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (4-byte)* (ms),IAM (1-byte)** (multiplier),IAM (4-byte)* (multiplier),Primary Open Loop Map Enrichment (4-byte)* (estimated AFR)
17060,0.00,13.60,100,1432,0.50,3.84,11.77,11.76,0.00,7,15.90,0.99,14.62,0.50,0.00,0.00,3.0263,0.5000,0.5000,14.70
17164,0.00,13.68,100,1407,0.50,3.84,11.83,11.76,0.00,7,15.70,0.99,14.63,0.50,0.00,0.00,3.0375,0.5000,0.5000,14.70
17268,0.00,13.60,100,1426,0.50,3.84,11.93,11.76,0.00,7,15.50,0.99,14.63,0.50,0.00,0.00,3.0400,0.5000,0.5000,14.70
17372,0.00,13.52,100,1434,0.50,3.84,11.99,11.76,0.00,7,15.60,0.99,14.62,0.50,0.00,0.00,3.0038,0.5000,0.5000,14.70
17476,0.00,13.60,100,1440,0.50,3.84,11.99,11.76,0.00,7,15.70,0.99,14.62,0.50,0.00,0.00,3.0155,0.5000,0.5000,14.70
17580,0.00,13.60,100,1431,0.50,3.84,12.09,11.76,0.00,7,15.70,0.99,14.62,0.50,0.00,0.00,3.0030,0.5000,0.5000,14.70
17683,0.00,13.68,100,1451,0.51,3.84,12.09,11.76,0.00,7,15.60,0.99,14.63,0.50,0.00,0.00,3.0350,0.5000,0.5000,14.70
17789,0.00,13.68,100,1444,0.50,3.84,12.04,11.76,0.00,7,15.60,0.99,14.62,0.50,0.00,0.00,2.9990,0.5000,0.5000,14.70
17892,0.00,13.52,100,1486,0.49,3.58,12.20,11.76,0.00,7,15.60,0.99,14.62,0.50,0.00,0.00,2.9755,0.5000,0.5000,14.70
17996,0.00,13.68,100,1463,0.50,3.58,12.25,11.76,0.00,7,15.60,0.99,14.62,0.50,0.00,0.00,2.9520,0.5000,0.5000,14.70
18100,0.00,13.68,100,1483,0.49,3.58,12.14,11.76,0.00,7,15.50,0.99,14.62,0.50,0.00,0.00,2.9675,0.5000,0.5000,14.70
18204,0.00,13.60,100,1491,0.49,3.58,12.25,11.76,0.00,7,15.40,0.99,14.62,0.50,0.00,0.00,2.9407,0.5000,0.5000,14.70
18308,0.00,13.68,100,1480,0.49,3.58,12.20,11.76,0.00,7,15.30,0.99,14.62,0.49,0.00,0.00,2.9548,0.5000,0.5000,14.70
18412,0.00,13.60,100,1522,0.49,3.58,12.20,11.76,0.00,7,15.40,0.99,14.62,0.49,0.00,0.00,2.9207,0.5000,0.5000,14.70
18516,0.00,13.68,100,1501,0.48,3.58,12.20,11.76,0.00,7,15.10,0.99,14.62,0.49,0.00,0.00,2.8853,0.5000,0.5000,14.70
18620,0.00,13.68,100,1504,0.49,3.58,12.20,11.76,0.00,7,15.10,0.99,14.62,0.49,0.00,0.00,2.9010,0.5000,0.5000,14.70
18724,0.00,13.60,100,1510,0.49,3.58,12.20,11.76,0.00,7,15.10,0.99,14.62,0.49,0.00,0.00,2.8807,0.5000,0.5000,14.70
18828,0.00,13.76,100,1496,0.48,3.58,12.09,11.76,0.00,7,15.20,0.99,14.62,0.49,0.00,0.00,2.9010,0.5000,0.5000,14.70
18932,0.00,13.60,100,1523,0.48,3.58,12.20,11.76,0.00,7,15.40,0.99,14.62,0.49,0.00,0.00,2.8872,0.5000,0.5000,14.70
19036,0.00,13.60,100,1498,0.49,3.58,12.25,11.76,0.00,7,15.30,0.99,14.62,0.49,0.00,0.00,2.8865,0.5000,0.5000,14.70
19140,0.00,13.68,100,1516,0.48,3.58,12.20,11.76,0.00,7,15.20,0.99,14.62,0.49,0.00,0.00,2.9018,0.5000,0.5000,14.70
19244,0.00,13.60,100,1538,0.48,3.58,12.09,11.76,0.00,7,15.40,0.99,14.62,0.49,0.00,0.00,2.8540,0.5000,0.5000,14.70
19348,0.00,13.76,100,1543,0.47,3.58,12.14,11.76,0.00,7,15.20,0.99,14.62,0.48,0.00,0.00,2.8180,0.5000,0.5000,14.70
19452,0.00,13.68,100,1558,0.47,3.58,12.30,11.76,0.00,7,15.10,0.99,14.62,0.48,0.00,0.00,2.7967,0.5000,0.5000,14.70
19556,0.00,13.68,100,1561,0.48,3.58,12.14,11.76,0.00,7,15.20,0.99,14.61,0.47,0.00,0.00,2.7825,0.5000,0.5000,14.70
19660,0.00,13.60,100,1560,0.47,3.58,12.30,11.76,0.00,7,15.10,0.99,14.61,0.47,0.00,0.00,2.7695,0.5000,0.5000,14.70
19764,0.00,13.52,100,1556,0.47,3.58,12.30,11.76,0.00,7,15.00,0.99,14.61,0.47,0.00,0.00,2.7800,0.5000,0.5000,14.70
19868,0.00,13.76,100,1578,0.47,3.58,12.36,11.76,0.00,7,15.00,0.99,14.61,0.47,0.00,0.00,2.7525,0.5000,0.5000,14.70
19972,0.00,13.60,100,1596,0.47,3.33,12.30,11.76,0.00,7,15.20,0.99,14.61,0.47,0.00,0.00,2.7203,0.5000,0.5000,14.70
20077,0.00,13.68,100,1590,0.47,3.33,12.36,11.76,0.00,7,15.10,0.99,14.61,0.47,0.00,0.00,2.7160,0.5000,0.5000,14.70
20181,0.00,13.68,100,1583,0.46,3.33,12.36,11.76,0.00,7,14.80,0.99,14.61,0.47,0.00,0.00,2.7355,0.5000,0.5000,14.70
20285,0.00,13.68,100,1636,0.46,3.33,12.30,11.76,0.00,7,14.80,0.99,14.61,0.47,0.00,0.00,2.7070,0.5000,0.5000,14.70
20389,0.00,13.76,102,1620,0.45,3.33,12.20,11.37,0.00,7,14.70,0.99,14.61,0.46,0.00,0.00,2.6667,0.5000,0.5000,14.70
20492,0.00,13.68,100,1607,0.46,3.33,12.30,11.37,0.00,7,14.80,0.99,14.61,0.46,0.00,0.00,2.6528,0.5000,0.5000,14.70
20597,0.00,13.68,100,1631,0.45,3.33,12.41,11.37,0.00,7,14.80,0.99,14.61,0.46,0.00,0.00,2.6480,0.5000,0.5000,14.70
20701,0.00,13.60,102,1629,0.45,3.33,12.30,11.37,0.00,7,14.70,0.99,14.61,0.46,0.00,0.00,2.6307,0.5000,0.5000,14.70
20805,0.00,13.60,102,1644,0.44,3.33,12.20,11.37,0.00,7,14.60,0.99,14.61,0.45,0.00,0.00,2.6042,0.5000,0.5000,14.70
20909,0.00,13.76,102,1652,0.45,3.33,12.14,11.37,0.00,7,14.50,0.99,14.61,0.45,0.00,0.00,2.5827,0.5000,0.5000,14.70
21013,0.00,13.52,102,1670,0.44,3.33,12.09,11.37,0.00,7,14.50,0.99,14.61,0.45,0.00,0.00,2.5630,0.5000,0.5000,14.70
21117,0.00,13.68,102,1668,0.44,3.33,12.20,11.37,0.00,7,14.60,0.99,14.61,0.44,0.00,0.00,2.5270,0.5000,0.5000,14.70
21222,-0.78,13.60,102,1652,0.44,3.33,12.20,11.37,0.00,7,14.50,0.99,14.61,0.44,0.00,0.00,2.5135,0.5000,0.5000,14.70
21325,-0.78,13.60,102,1654,0.44,3.33,12.20,11.37,0.00,7,14.40,0.99,14.61,0.44,0.00,0.00,2.5020,0.5000,0.5000,14.70
21429,-0.78,13.68,102,1668,0.43,3.33,11.99,11.37,0.00,7,14.50,0.99,14.61,0.44,0.00,0.00,2.4825,0.5000,0.5000,14.70
21533,-0.78,13.68,102,1686,0.43,3.07,12.09,11.37,0.00,7,14.40,0.99,14.61,0.43,0.00,0.00,2.4750,0.5000,0.5000,14.70
21637,-0.78,13.60,102,1691,0.43,3.07,11.99,10.98,0.00,7,14.30,0.99,14.61,0.43,0.00,0.00,2.4425,0.5000,0.5000,14.70
21741,-1.56,13.68,102,1698,0.42,3.07,11.83,10.98,0.00,7,14.50,0.99,14.61,0.43,0.00,0.00,2.4198,0.5000,0.5000,14.70
21844,-1.56,13.60,102,1700,0.42,3.07,11.77,10.98,0.00,7,14.40,0.99,14.61,0.42,0.00,0.00,2.3662,0.5000,0.5000,14.70
21949,-1.56,13.68,102,1716,0.41,3.07,11.67,10.98,0.00,7,14.40,0.99,14.61,0.42,0.00,0.00,2.3277,0.5000,0.5000,14.70
22053,-1.56,13.76,102,1721,0.41,3.07,11.67,10.98,0.00,7,14.40,0.99,14.61,0.41,0.00,0.00,2.3175,0.5000,0.5000,14.70
22157,-1.56,13.68,102,1684,0.42,3.07,11.67,10.98,0.00,7,14.50,0.99,14.61,0.41,0.00,0.00,2.3028,0.5000,0.5000,14.70
22260,-1.56,13.68,102,1682,0.42,3.07,11.52,10.59,0.00,7,14.40,0.99,14.61,0.41,0.00,0.00,2.3100,0.5000,0.5000,14.70
22365,-2.34,13.60,102,1681,0.41,3.07,11.52,10.59,0.00,7,14.50,0.99,14.61,0.41,0.00,0.00,2.3190,0.5000,0.5000,14.70
22469,-2.34,13.68,102,1706,0.41,3.07,11.57,10.59,0.00,7,14.50,0.99,14.61,0.41,0.00,0.00,2.3037,0.5000,0.5000,14.70
22573,-2.34,13.68,102,1707,0.41,3.07,11.47,10.59,0.00,7,14.60,0.99,14.61,0.41,0.00,0.00,2.2862,0.5000,0.5000,14.70
22677,-2.34,13.68,102,1694,0.40,3.07,11.37,10.59,0.00,7,14.60,0.99,14.61,0.41,0.00,0.00,2.2745,0.5000,0.5000,14.70
22781,-1.56,13.76,102,1690,0.40,3.07,11.37,10.59,0.00,7,14.60,0.99,14.61,0.40,0.00,0.00,2.2668,0.5000,0.5000,14.70
22885,-2.34,13.68,102,1689,0.40,3.07,11.32,10.59,0.00,7,14.50,0.99,14.61,0.40,0.00,0.00,2.2382,0.5000,0.5000,14.70
22989,-2.34,13.60,102,1685,0.40,3.07,11.32,10.59,0.00,7,14.50,0.99,14.61,0.40,0.00,0.00,2.2450,0.5000,0.5000,14.70
23093,-2.34,13.68,102,1691,0.39,3.07,11.18,10.59,0.00,7,14.50,0.99,14.61,0.40,0.00,0.00,2.2532,0.5000,0.5000,14.70
23197,-2.34,13.60,102,1688,0.40,2.82,11.28,10.59,0.00,7,14.50,0.99,14.61,0.40,0.00,0.00,2.2298,0.5000,0.5000,14.70
23301,-2.34,13.68,102,1698,0.40,3.07,11.28,10.59,0.00,7,14.50,0.99,14.61,0.40,0.00,0.00,2.2473,0.5000,0.5000,14.70
23405,-2.34,13.76,102,1679,0.39,3.07,11.08,10.20,0.00,7,14.60,0.99,14.61,0.40,0.00,0.00,2.2317,0.5000,0.5000,14.70
23509,-2.34,13.60,102,1695,0.38,2.82,10.99,10.20,0.00,7,14.60,0.99,14.61,0.40,0.00,0.00,2.2003,0.5000,0.5000,14.70
23613,-2.34,13.68,102,1699,0.39,2.82,10.94,10.20,0.00,7,14.60,0.99,14.61,0.39,0.00,0.00,2.1768,0.5000,0.5000,14.70
23717,-2.34,13.76,102,1694,0.39,2.82,10.99,10.20,0.00,7,14.70,0.99,14.61,0.39,0.00,0.00,2.1692,0.5000,0.5000,14.70
23821,-2.34,13.76,102,1705,0.39,2.82,10.75,10.20,0.00,7,14.50,0.99,14.61,0.39,0.00,0.00,2.1643,0.5000,0.5000,14.70
23926,-2.34,13.68,102,1685,0.38,2.82,10.55,9.80,0.00,7,14.50,0.99,14.61,0.38,0.00,0.00,2.1555,0.5000,0.5000,14.70
24029,-2.34,13.60,102,1690,0.38,2.82,10.70,9.80,0.00,7,14.60,0.99,14.61,0.38,0.00,0.00,2.1362,0.5000,0.5000,14.70
24133,-2.34,13.76,102,1672,0.38,2.82,10.60,9.80,0.00,7,14.50,0.99,14.61,0.38,0.00,0.00,2.1405,0.5000,0.5000,14.70
24237,-2.34,13.76,102,1662,0.38,2.82,10.50,9.80,0.00,7,14.50,0.99,14.61,0.38,0.00,0.00,2.1290,0.5000,0.5000,14.70
24341,-2.34,13.68,102,1657,0.38,2.82,10.55,9.80,0.00,7,14.60,0.99,14.61,0.38,0.00,0.00,2.1408,0.5000,0.5000,14.70
24445,-2.34,13.60,102,1659,0.38,2.82,10.46,9.80,0.00,7,14.60,0.99,14.61,0.38,0.00,0.00,2.1305,0.5000,0.5000,14.70
24549,-2.34,13.68,102,1653,0.37,2.82,10.36,9.80,0.00,7,14.50,0.99,14.61,0.38,0.00,0.00,2.0985,0.5000,0.5000,14.70
24653,-3.12,13.68,102,1661,0.37,2.82,10.31,9.41,0.00,7,14.40,0.99,14.61,0.37,0.00,0.00,2.0922,0.5000,0.5000,14.70
24757,-3.12,13.60,102,1653,0.37,2.82,10.17,9.41,0.00,7,14.50,0.99,14.61,0.37,0.00,0.00,2.0975,0.5000,0.5000,14.70
24861,-3.12,13.60,102,1657,0.37,2.82,10.12,9.41,0.00,7,14.40,0.99,14.61,0.37,0.00,0.00,2.0863,0.5000,0.5000,14.70
24965,-3.12,13.68,102,1627,0.37,2.82,10.12,9.41,0.00,7,14.50,0.99,14.61,0.37,0.00,0.00,2.0793,0.5000,0.5000,14.70
25070,-3.12,13.68,102,1616,0.37,2.82,9.94,9.41,0.00,7,14.40,0.99,14.61,0.37,0.00,0.00,2.0640,0.5000,0.5000,14.70
25173,-3.91,13.60,102,1604,0.37,2.82,9.85,9.41,0.00,7,14.50,0.99,14.61,0.37,0.00,0.00,2.0553,0.5000,0.5000,14.70
25277,-3.91,13.68,102,1616,0.37,2.82,9.94,9.41,0.00,8,14.40,0.99,14.61,0.37,0.00,0.00,2.0570,0.5000,0.5000,14.70
25381,-3.91,13.68,102,1608,0.37,2.82,9.76,9.02,0.00,8,14.30,0.99,14.61,0.37,0.00,0.00,2.0409,0.5000,0.5000,14.70
25485,-3.91,13.76,102,1600,0.36,2.82,9.59,9.02,0.00,8,14.50,0.99,14.61,0.37,0.00,0.00,2.0383,0.5000,0.5000,14.70
25589,-3.91,13.68,102,1584,0.36,2.82,9.54,9.02,0.00,8,14.70,0.99,14.61,0.36,0.00,0.00,2.0145,0.5000,0.5000,14.70
25693,-3.91,13.68,102,1598,0.36,2.82,9.50,9.02,0.00,8,14.50,0.99,14.61,0.36,0.00,0.00,2.0133,0.5000,0.5000,14.70
25797,-4.69,13.76,102,1614,0.35,2.82,9.46,9.02,0.00,8,14.50,0.99,14.61,0.36,0.00,0.00,1.9880,0.5000,0.5000,14.70
25901,-3.91,13.68,102,1604,0.36,2.82,9.41,9.02,0.00,8,14.50,0.99,14.61,0.36,0.00,0.00,1.9820,0.5000,0.5000,14.70
26006,-4.69,13.76,102,1575,0.35,2.82,9.28,9.02,0.00,8,14.50,0.99,14.61,0.36,0.00,0.00,1.9755,0.5000,0.5000,14.70
26109,-4.69,13.60,102,1559,0.35,2.56,9.24,9.02,0.00,8,14.50,0.99,14.61,0.35,0.00,0.00,1.9728,0.5000,0.5000,14.70
26213,-4.69,13.68,102,1555,0.35,2.56,9.15,8.63,0.00,8,14.50,0.99,14.62,0.35,0.00,0.00,1.9690,0.5000,0.5000,14.70
26317,-4.69,13.68,102,1519,0.37,2.56,9.32,9.02,0.00,8,14.50,0.99,14.62,0.35,0.00,0.00,1.9890,0.5000,0.5000,14.70
26421,-4.69,13.60,102,1528,0.36,2.82,9.19,8.63,0.00,8,14.60,0.99,14.62,0.36,0.00,0.00,2.0028,0.5000,0.5000,14.70
26525,-4.69,13.76,102,1549,0.36,2.82,9.15,8.63,0.00,8,14.80,0.99,14.62,0.36,0.00,0.00,2.0055,0.5000,0.5000,14.70
26629,-3.91,13.60,102,1531,0.35,2.82,8.97,8.63,0.00,8,14.90,0.99,14.62,0.36,0.00,0.00,1.9990,0.5000,0.5000,14.70
26733,-3.91,13.60,102,1525,0.35,2.82,8.97,8.63,0.00,8,14.80,0.99,14.62,0.35,0.00,0.00,1.9878,0.5000,0.5000,14.70
26837,-3.91,13.68,102,1523,0.36,2.82,9.02,8.63,0.00,8,15.00,0.99,14.62,0.35,0.00,0.00,1.9870,0.5000,0.5000,14.70
26941,-3.91,13.68,102,1496,0.35,2.82,8.89,8.63,0.00,8,14.80,0.99,14.62,0.35,0.00,0.00,1.9928,0.5000,0.5000,14.70
27045,-3.91,13.68,102,1489,0.36,2.82,9.06,8.63,0.00,8,14.80,0.99,14.62,0.35,0.00,0.00,2.0217,0.5000,0.5000,14.70
27149,-3.12,13.68,102,1470,0.37,2.82,8.97,8.63,0.00,8,14.80,0.99,14.62,0.36,0.00,0.00,2.0553,0.5000,0.5000,14.70
27253,-3.12,13.60,102,1477,0.36,2.82,8.97,8.63,0.00,8,15.00,0.99,14.62,0.36,0.00,0.00,2.0848,0.5000,0.5000,14.70
27358,-2.34,13.60,102,1489,0.36,2.82,8.89,8.63,0.00,8,15.00,0.99,14.62,0.36,0.00,0.00,2.0935,0.5000,0.5000,14.70
27461,-2.34,13.68,102,1466,0.36,2.82,9.02,8.63,0.00,8,15.10,0.99,14.62,0.36,0.00,0.00,2.1025,0.5000,0.5000,14.70
27565,-1.56,13.76,104,1493,0.36,2.82,8.97,8.63,0.00,8,15.20,0.99,14.62,0.36,0.00,0.00,2.1150,0.5000,0.5000,14.70
27669,-1.56,13.68,104,1468,0.36,2.82,8.89,8.63,0.00,8,15.20,0.99,14.62,0.36,0.00,0.00,2.1088,0.5000,0.5000,14.70
27774,-0.78,13.60,104,1485,0.36,2.82,8.97,8.63,0.00,8,15.10,0.99,14.62,0.36,0.00,0.00,2.1147,0.5000,0.5000,14.70
27877,-0.78,13.60,104,1448,0.37,2.82,9.15,8.63,0.00,8,15.20,0.99,14.62,0.36,0.00,0.00,2.1452,0.5000,0.5000,14.70
27981,-0.78,13.60,104,1465,0.38,2.82,9.15,8.63,0.00,8,15.20,0.99,14.62,0.37,0.00,0.00,2.1913,0.5000,0.5000,14.70
28085,0.00,13.76,104,1458,0.37,2.82,9.06,8.63,0.00,8,15.10,0.99,14.62,0.37,0.00,0.00,2.2005,0.5000,0.5000,14.70
28190,0.00,13.68,104,1453,0.38,2.82,9.24,9.02,0.00,8,15.20,0.99,14.62,0.37,0.00,0.00,2.2308,0.5000,0.5000,14.70
28293,0.78,13.60,104,1450,0.38,3.07,9.15,9.02,0.00,8,15.10,0.99,14.62,0.38,0.00,0.00,2.2525,0.5000,0.5000,14.70
28397,0.78,13.76,104,1444,0.38,3.07,9.19,9.02,0.00,8,15.00,0.99,14.62,0.38,0.00,0.00,2.2618,0.5000,0.5000,14.70
28502,0.78,13.68,104,1448,0.38,3.07,9.06,9.02,0.00,8,15.10,0.99,14.62,0.38,0.00,0.00,2.2795,0.5000,0.5000,14.70
28606,1.56,13.68,104,1454,0.38,3.07,9.24,9.02,0.00,8,15.10,0.99,14.62,0.38,0.00,0.00,2.2945,0.5000,0.5000,14.70
28710,1.56,13.68,104,1447,0.38,3.07,9.24,9.02,0.00,8,15.10,0.99,14.62,0.38,0.00,0.00,2.3062,0.5000,0.5000,14.70
28813,2.34,13.60,104,1462,0.38,3.07,9.28,9.02,0.00,8,15.20,0.99,14.62,0.38,0.00,0.00,2.3115,0.5000,0.5000,14.70
28917,2.34,13.60,104,1486,0.38,3.07,9.32,9.02,0.00,8,15.10,0.99,14.62,0.38,0.00,0.00,2.3140,0.5000,0.5000,14.70
29021,3.12,13.60,104,1476,0.37,3.07,9.41,9.02,0.00,8,15.10,0.99,14.62,0.38,0.00,0.00,2.2945,0.5000,0.5000,14.70
29125,3.12,13.76,104,1501,0.38,3.07,9.41,9.02,0.00,8,15.20,0.99,14.62,0.38,0.00,0.00,2.3070,0.5000,0.5000,14.70
29229,3.12,13.76,104,1486,0.38,3.07,9.37,9.02,0.00,8,15.00,0.99,14.62,0.38,0.00,0.00,2.3022,0.5000,0.5000,14.70
29333,3.91,13.60,104,1500,0.38,3.07,9.28,9.02,0.00,8,15.10,0.99,14.62,0.38,0.00,0.00,2.3090,0.5000,0.5000,14.70
29438,3.91,13.68,104,1480,0.38,3.07,9.37,9.02,0.00,8,14.80,0.99,14.62,0.38,0.00,0.00,2.3022,0.5000,0.5000,14.70
29541,3.91,13.60,104,1502,0.38,3.07,9.41,9.02,0.00,8,14.90,0.99,14.62,0.38,0.00,0.00,2.3150,0.5000,0.5000,14.70
29645,3.91,13.68,104,1518,0.38,3.07,9.50,9.41,0.00,8,15.00,0.99,14.62,0.38,0.00,0.00,2.3167,0.5000,0.5000,14.70
29749,4.69,13.76,104,1502,0.37,3.07,9.37,9.41,0.00,8,14.90,0.99,14.62,0.38,0.00,0.00,2.3110,0.5000,0.5000,14.70
29855,4.69,13.60,104,1525,0.37,3.07,9.37,9.41,0.00,8,14.70,0.99,14.62,0.38,0.00,0.00,2.3015,0.5000,0.5000,14.70
29957,4.69,13.68,104,1522,0.38,3.07,9.50,9.02,0.00,8,14.80,0.99,14.62,0.37,0.00,0.00,2.2967,0.5000,0.5000,14.70
30061,4.69,13.68,104,1522,0.37,3.07,9.41,9.02,0.00,8,14.70,0.99,14.62,0.37,0.00,0.00,2.2957,0.5000,0.5000,14.70
30166,4.69,13.60,104,1524,0.38,3.07,9.50,9.02,0.00,8,14.70,0.99,14.62,0.37,0.00,0.00,2.3053,0.5000,0.5000,14.70
30270,4.69,13.76,104,1530,0.37,3.07,9.46,9.02,0.00,8,14.70,0.99,14.62,0.37,0.00,0.00,2.2965,0.5000,0.5000,14.70
30373,4.69,13.68,104,1544,0.37,3.07,9.59,9.02,0.00,8,14.80,0.99,14.62,0.37,0.00,0.00,2.2822,0.5000,0.5000,14.70
30477,4.69,13.68,104,1544,0.37,3.07,9.54,9.02,0.00,8,14.50,0.99,14.62,0.37,0.00,0.00,2.2660,0.5000,0.5000,14.70
30581,4.69,13.60,104,1548,0.37,3.07,9.37,9.02,0.00,8,14.50,0.99,14.62,0.37,0.00,0.00,2.2505,0.5000,0.5000,14.70
30685,3.91,13.68,104,1524,0.37,2.82,9.46,9.02,0.00,8,14.40,0.99,14.62,0.37,0.00,0.00,2.2400,0.5000,0.5000,14.70
30789,3.91,13.76,104,1546,0.37,3.07,9.50,9.02,0.00,8,14.50,0.99,14.62,0.37,0.00,0.00,2.2557,0.5000,0.5000,14.70
30893,3.91,13.68,104,1548,0.37,3.07,9.46,9.02,0.00,8,14.40,0.99,14.62,0.37,0.00,0.00,2.2462,0.5000,0.5000,14.70
30998,3.91,13.68,104,1531,0.37,3.07,9.37,9.02,0.00,8,14.40,0.99,14.62,0.37,0.00,0.00,2.2538,0.5000,0.5000,14.70
31102,3.91,13.68,104,1554,0.37,2.82,9.37,9.02,0.00,8,14.40,0.99,14.62,0.37,0.00,0.00,2.2308,0.5000,0.5000,14.70
31205,3.12,13.60,104,1562,0.36,2.82,9.41,9.02,0.00,8,14.50,0.99,14.62,0.37,0.00,0.00,2.2050,0.5000,0.5000,14.70
31310,3.12,13.68,104,1549,0.36,2.82,9.32,9.02,0.00,8,14.50,0.99,14.61,0.36,0.00,0.00,2.1890,0.5000,0.5000,14.70
31414,3.12,13.68,104,1562,0.36,2.82,9.32,9.02,0.00,8,14.40,0.99,14.61,0.36,0.00,0.00,2.1725,0.5000,0.5000,14.70
31518,3.12,13.68,104,1575,0.36,2.82,9.24,9.02,0.00,8,14.40,0.99,14.61,0.36,0.00,0.00,2.1495,0.5000,0.5000,14.70
31622,2.34,13.76,104,1559,0.35,2.82,9.24,9.02,0.00,8,14.30,0.99,14.61,0.36,0.00,0.00,2.1358,0.5000,0.5000,14.70
31726,2.34,13.60,104,1558,0.36,2.82,9.37,9.02,0.00,8,14.30,0.99,14.61,0.36,0.00,0.00,2.1288,0.5000,0.5000,14.70
31830,2.34,13.68,104,1565,0.36,2.82,9.24,9.02,0.00,8,14.40,0.99,14.62,0.36,0.00,0.00,2.1410,0.5000,0.5000,14.70
31934,2.34,13.76,104,1545,0.36,2.82,9.24,9.02,0.00,8,14.40,0.99,14.61,0.36,0.00,0.00,2.1260,0.5000,0.5000,14.70
32038,2.34,13.76,104,1534,0.36,2.82,9.28,9.02,0.00,8,14.40,0.99,14.62,0.36,0.00,0.00,2.1595,0.5000,0.5000,14.70
32141,1.56,13.68,106,1547,0.35,2.82,9.19,9.02,0.00,8,14.40,0.99,14.62,0.36,0.00,0.00,2.1370,0.5000,0.5000,14.70
32246,1.56,13.60,106,1536,0.36,2.82,9.19,8.63,0.00,8,14.40,0.99,14.62,0.36,0.00,0.00,2.1275,0.5000,0.5000,14.70
32350,1.56,13.68,106,1532,0.36,2.82,9.06,8.63,0.00,8,14.50,0.99,14.62,0.36,0.00,0.00,2.1328,0.5000,0.5000,14.70
32454,1.56,13.76,106,1554,0.35,2.82,9.06,8.63,0.00,8,14.60,0.99,14.62,0.36,0.00,0.00,2.1155,0.5000,0.5000,14.70
32557,1.56,13.68,106,1519,0.36,2.82,9.06,8.63,0.00,8,14.50,0.99,14.62,0.36,0.00,0.00,2.1110,0.5000,0.5000,14.70
32662,1.56,13.60,106,1520,0.35,2.82,8.97,8.63,0.00,8,14.50,0.99,14.62,0.36,0.00,0.00,2.1215,0.5000,0.5000,14.70
32766,1.56,13.68,106,1529,0.35,2.82,8.97,8.63,0.00,8,14.50,0.99,14.62,0.36,0.00,0.00,2.1040,0.5000,0.5000,14.70
32870,0.78,13.60,106,1519,0.36,2.82,9.06,8.63,0.00,8,14.50,0.99,14.62,0.35,0.00,0.00,2.1050,0.5000,0.5000,14.70
32974,0.78,13.60,106,1523,0.35,2.82,8.97,8.63,0.00,8,14.50,0.99,14.62,0.36,0.00,0.00,2.0993,0.5000,0.5000,14.70
33078,0.78,13.68,106,1524,0.36,2.82,9.15,8.63,0.00,8,14.50,0.99,14.62,0.35,0.00,0.00,2.1095,0.5000,0.5000,14.70
33182,0.78,13.76,106,1496,0.36,2.82,8.93,8.63,0.00,8,14.50,0.99,14.62,0.36,0.00,0.00,2.1178,0.5000,0.5000,14.70
33285,0.78,13.68,106,1503,0.36,2.82,8.97,8.63,0.00,8,14.60,0.99,14.62,0.36,0.00,0.00,2.1282,0.5000,0.5000,14.70
33390,0.78,13.84,106,1511,0.36,2.82,8.93,8.63,0.00,8,14.70,0.99,14.62,0.36,0.00,0.00,2.1320,0.5000,0.5000,14.70
33494,0.78,13.84,106,1507,0.35,2.82,8.89,8.63,0.00,8,14.70,0.99,14.62,0.36,0.00,0.00,2.1278,0.5000,0.5000,14.70
33598,0.78,13.84,106,1502,0.35,2.82,8.80,8.63,0.00,8,14.60,0.99,14.62,0.36,0.00,0.00,2.1082,0.5000,0.5000,14.70
33702,1.56,13.92,106,1483,0.36,2.82,8.84,8.63,0.00,8,14.80,0.99,14.62,0.36,0.00,0.00,2.1250,0.5000,0.5000,14.70
33806,1.56,13.76,106,1481,0.36,2.82,8.93,8.63,0.00,8,14.80,0.99,14.62,0.36,0.00,0.00,2.1525,0.5000,0.5000,14.70
33910,1.56,13.76,106,1462,0.36,2.82,8.97,8.63,0.00,8,14.80,0.99,14.62,0.36,0.00,0.00,2.1665,0.5000,0.5000,14.70
34014,1.56,13.84,106,1458,0.37,2.82,8.89,8.63,0.00,8,15.00,0.99,14.62,0.36,0.00,0.00,2.2043,0.5000,0.5000,14.70
34118,2.34,13.84,106,1458,0.36,2.82,8.84,8.63,0.00,8,15.10,0.99,14.62,0.37,0.00,0.00,2.2035,0.5000,0.5000,14.70
34222,2.34,13.84,106,1455,0.37,2.82,8.93,8.63,0.00,8,15.10,0.99,14.62,0.37,0.00,0.00,2.2240,0.5000,0.5000,14.70
34326,2.34,13.76,106,1470,0.37,2.82,8.93,8.63,0.00,8,15.00,0.99,14.62,0.37,0.00,0.00,2.2095,0.5000,0.5000,14.70
