Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),IAM (4-byte)* (multiplier),Mass Airflow (g/s),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Atmospheric Pressure (psi),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Feedback Knock Correction (4-byte)* (degrees),Gear (Calculated)* (position),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Final Fueling Base (4-byte)* (lambda),Ignition Total Timing (degrees)
16229,-0.78,3.12,1,13.44,199,659,0.5000,3.58,15.10,14.36,8,14.69,0.32,0.33,0.00,1,129,0,0.00,4,8.13,3.92,1.00,16.50
16332,-0.78,3.12,1,13.52,199,660,0.5000,3.58,15.00,14.36,8,14.69,0.32,0.33,0.00,1,129,0,0.00,4,8.13,3.92,1.00,16.50
16436,-0.78,3.12,1,13.52,199,674,0.5000,3.61,14.90,14.36,8,14.69,0.32,0.33,0.00,1,129,0,0.00,4,8.13,3.92,1.00,16.50
16540,-0.78,3.12,1,13.44,199,674,0.5000,3.61,14.80,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,8.13,4.31,1.00,16.50
16644,-0.78,3.12,1,13.60,199,675,0.5000,3.61,15.00,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,8.13,4.31,1.00,16.50
16748,-0.78,3.12,1,13.60,199,664,0.5000,3.58,15.00,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,8.13,3.92,1.00,16.50
16853,-0.78,3.12,1,13.44,199,668,0.5000,3.61,14.90,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,8.13,3.92,1.00,16.00
16957,0.00,3.12,1,13.52,199,670,0.5000,3.61,14.90,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,8.13,3.92,1.00,16.50
17060,0.00,3.12,1,13.60,199,678,0.5000,3.61,15.00,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,7.98,4.31,1.00,16.50
17164,0.00,3.12,1,13.44,199,680,0.5000,3.58,15.00,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,7.98,3.92,1.00,16.50
17269,0.00,3.12,1,13.68,199,672,0.5000,3.61,14.80,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,7.98,3.92,1.00,16.50
17372,-0.78,3.12,1,13.52,199,674,0.5000,3.61,14.80,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,7.98,3.92,1.00,16.50
17476,-0.78,3.12,1,13.44,199,670,0.5000,3.61,14.90,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,7.98,4.31,1.00,16.50
17580,-0.78,3.12,1,13.52,199,668,0.5000,3.61,14.70,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,7.98,4.31,1.00,16.50
17685,-0.78,3.12,1,13.52,199,674,0.5000,3.61,14.70,14.36,8,14.69,0.32,0.33,0.00,1,129,0,0.00,4,7.98,4.31,1.00,16.50
17788,-0.78,3.12,1,13.44,199,673,0.5000,3.63,14.70,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,7.98,4.31,1.00,16.50
17893,-0.78,3.12,1,13.60,199,676,0.5000,3.63,14.80,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,7.98,4.31,1.00,16.50
17996,0.00,3.12,1,13.52,199,674,0.5000,3.66,14.70,14.36,8,14.69,0.32,0.32,0.00,1,129,0,0.00,4,7.98,4.31,1.00,16.50
18100,0.00,3.12,1,13.44,199,669,0.5000,3.66,14.70,14.36,8,14.69,0.32,0.33,0.00,1,129,0,0.00,4,7.98,4.31,1.00,16.50
18205,0.00,3.12,1,13.60,199,670,0.5000,3.66,14.70,14.36,8,14.69,0.32,0.33,0.00,1,129,0,0.00,4,7.98,4.31,1.00,16.50
18308,0.00,3.12,1,13.60,199,672,0.5000,3.66,14.80,14.36,8,14.69,0.32,0.33,0.00,1,129,0,0.00,4,7.98,4.31,1.00,16.50
18412,0.00,3.12,1,13.52,199,670,0.5000,3.66,14.80,14.36,8,14.69,0.32,0.33,0.00,1,129,0,0.00,4,8.13,4.31,1.00,16.50
18516,0.00,3.12,1,13.44,199,670,0.5000,3.63,14.80,14.36,8,14.69,0.32,0.33,0.00,1,129,0,0.00,4,8.13,4.31,1.00,16.50
18620,0.00,3.12,1,13.52,199,670,0.5000,3.66,14.70,14.36,8,14.69,0.32,0.33,0.00,1,129,0,0.00,4,8.13,4.31,1.00,16.50
18725,-0.78,3.12,1,13.44,199,675,0.5000,3.66,14.80,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,8.13,4.31,1.00,16.50
18828,0.00,3.12,1,13.52,199,674,0.5000,3.63,14.80,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,8.13,4.31,1.00,16.50
18932,0.00,3.12,1,13.52,199,679,0.5000,3.63,14.80,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,8.13,4.31,1.00,16.50
19036,0.00,3.12,1,13.36,199,678,0.5000,3.66,14.80,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
19140,0.00,3.12,1,13.60,199,681,0.5000,3.66,14.70,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
19244,-0.78,3.12,1,13.52,199,678,0.5000,3.66,14.80,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
19349,-0.78,3.12,1,13.44,199,679,0.5000,3.66,14.80,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
19452,-0.78,3.12,1,13.60,199,683,0.5000,3.66,14.70,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
19557,-0.78,3.12,1,13.44,199,679,0.5000,3.66,14.70,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
19660,-0.78,3.12,1,13.44,199,680,0.5000,3.66,14.70,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
19765,-0.78,3.12,1,13.60,199,681,0.5000,3.68,14.70,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
19868,-0.78,3.12,1,13.52,199,677,0.5000,3.68,14.80,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
19972,-0.78,3.12,1,13.60,199,674,0.5000,3.70,14.70,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
20076,-0.78,3.12,1,13.68,199,676,0.5000,3.68,14.70,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
20181,-0.78,3.12,1,13.44,199,674,0.5000,3.68,14.70,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
20284,-0.78,3.12,1,13.44,199,672,0.5000,3.70,14.70,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
20389,-0.78,3.12,1,13.60,199,678,0.5000,3.68,14.70,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,8.13,4.31,1.00,16.50
20492,-0.78,3.12,1,13.52,199,666,0.5000,3.70,14.70,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,8.13,4.31,1.00,16.50
20597,-0.78,3.12,1,13.44,199,662,0.5000,3.70,14.70,14.36,8,14.69,0.33,0.34,0.00,1,127,0,0.00,4,8.13,4.31,1.00,16.50
20700,-0.78,3.12,1,13.52,199,664,0.5000,3.70,14.70,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,8.13,4.31,1.00,16.50
20804,-0.78,3.12,1,13.44,199,678,0.5000,3.70,14.70,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,8.13,4.31,1.00,16.50
20909,-0.78,3.12,1,13.44,199,691,0.5000,3.70,14.70,14.36,8,14.69,0.33,0.32,0.00,1,127,0,0.00,4,8.13,4.31,1.00,16.50
21013,-0.78,3.12,1,13.68,199,694,0.5000,3.70,14.90,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,8.13,4.31,1.00,16.50
21117,-0.78,3.12,1,13.52,199,689,0.5000,3.70,14.70,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.00
21220,-0.78,3.12,1,13.52,199,685,0.5000,3.70,14.80,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.00
21325,-0.78,3.12,1,13.52,199,696,0.5000,3.70,14.80,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
21429,-0.78,3.12,1,13.44,199,695,0.5000,3.70,14.70,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
21533,-0.78,3.12,1,13.68,199,677,0.5000,3.73,14.70,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
21637,-0.78,3.12,1,13.44,199,671,0.5000,3.73,14.70,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
21740,-0.78,3.12,1,13.44,199,668,0.5000,3.73,14.70,14.36,8,14.69,0.33,0.34,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
21845,-0.78,3.12,1,13.52,199,670,0.5000,3.73,14.60,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
21950,-0.78,3.12,1,13.44,199,678,0.5000,3.73,14.50,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
22052,-0.78,3.12,1,13.52,199,678,0.5000,3.73,14.80,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
22157,-0.78,3.12,1,13.68,199,679,0.5000,3.73,14.70,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
22260,-0.78,3.12,1,13.52,199,672,0.5000,3.68,14.70,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
22365,-0.78,3.12,1,13.44,199,666,0.5000,3.70,14.70,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
22469,-0.78,3.12,1,13.60,199,665,0.5000,3.68,14.70,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
22573,-0.78,3.12,1,13.44,199,672,0.5000,3.70,14.70,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
22677,-0.78,3.12,1,13.52,199,676,0.5000,3.68,14.70,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,8.13,4.31,1.00,16.50
22780,-0.78,3.12,1,13.68,199,678,0.5000,3.68,14.80,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
22884,-1.56,3.12,1,13.44,199,676,0.5000,3.68,14.70,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
22988,-1.56,3.12,1,13.44,199,674,0.5000,3.66,14.60,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
23093,-1.56,3.12,1,13.60,199,672,0.5000,3.66,14.60,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
23197,-1.56,3.12,1,13.44,199,678,0.5000,3.68,14.60,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
23300,-1.56,3.12,1,13.60,199,673,0.5000,3.68,14.50,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
23405,-1.56,3.12,1,13.60,199,680,0.5000,3.66,14.60,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
23509,-1.56,3.12,1,13.52,199,673,0.5000,3.66,14.60,14.36,8,14.69,0.32,0.32,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
23613,-1.56,3.12,1,13.36,199,674,0.5000,3.68,14.50,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
23717,-1.56,3.12,1,13.60,199,672,0.5000,3.68,14.50,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
23821,-1.56,3.12,1,13.52,199,673,0.5000,3.66,14.60,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
23924,-1.56,3.12,1,13.52,199,675,0.5000,3.63,14.50,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
24029,-1.56,3.12,1,13.52,199,672,0.5000,3.66,14.50,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
24133,-1.56,3.12,1,13.44,199,668,0.5000,3.66,14.60,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
24237,-1.56,3.12,1,13.52,199,667,0.5000,3.63,14.50,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
24341,-1.56,3.12,1,13.60,199,657,0.5000,3.63,14.70,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,4.31,1.00,16.50
24445,-1.56,3.12,1,13.52,199,659,0.5000,3.63,14.60,14.36,8,14.69,0.32,0.33,0.00,1,127,0,0.00,4,7.98,3.92,1.00,16.50
24549,-1.56,3.12,1,13.44,199,652,0.5000,3.66,14.80,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,8.13,3.92,1.00,17.00
24653,-1.56,3.12,1,13.52,199,652,0.5000,3.63,14.60,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,8.13,3.92,1.00,17.00
24757,-2.34,3.12,1,13.52,199,648,0.5000,3.61,14.70,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,8.13,3.92,1.00,17.00
24861,-2.34,3.12,1,13.52,199,646,0.5000,3.61,14.70,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,8.13,3.92,1.00,16.50
24965,-2.34,3.12,1,13.60,199,651,0.5000,3.61,14.60,14.36,8,14.69,0.33,0.33,0.00,1,127,0,0.00,4,8.27,3.92,1.00,16.50
25069,-1.56,3.12,1,13.68,199,672,0.5000,3.56,14.60,14.36,8,14.69,0.33,0.32,0.00,1,127,0,0.00,4,8.27,3.92,1.00,16.50
25173,-1.56,3.12,1,13.52,199,708,0.5000,3.48,14.80,14.36,8,14.69,0.32,0.30,0.00,1,127,0,0.00,4,8.27,3.92,1.00,15.50
25277,-1.56,3.12,1,13.52,199,709,0.5000,3.46,14.80,14.36,8,14.69,0.31,0.30,0.00,1,127,0,0.00,4,8.13,5.10,1.00,18.50
25381,-0.78,3.12,1,13.52,199,736,0.5000,4.74,14.80,14.36,8,14.69,0.34,0.39,0.00,1,127,0,0.00,4,9.00,9.80,0.81,18.50
25485,0.00,3.12,2,13.60,199,798,0.5000,7.32,14.80,14.36,8,14.69,0.39,0.55,0.00,1,127,0,0.00,4,11.03,10.98,0.78,20.00
25589,0.00,2.34,2,13.60,201,994,0.5000,7.67,15.10,14.36,8,14.67,0.43,0.48,0.00,1,127,0,0.00,4,11.61,10.98,0.99,23.00
25693,-0.78,2.34,2,13.60,201,1132,0.5000,7.67,14.90,14.36,8,14.63,0.43,0.41,0.00,1,127,0,0.00,4,11.61,10.98,0.99,25.00
25797,2.34,2.34,2,13.44,201,1164,0.5000,7.75,14.80,14.36,8,14.61,0.42,0.40,0.00,1,127,0,0.00,4,11.17,10.59,0.99,26.00
25901,10.16,2.34,2,13.60,201,1172,0.5000,8.03,15.70,14.36,8,14.61,0.42,0.41,0.00,1,127,0,0.00,4,11.03,10.98,0.99,26.00
26005,17.19,2.34,2,13.60,201,1204,0.5000,8.27,16.70,14.36,8,14.61,0.42,0.41,0.00,1,127,0,0.00,4,10.88,10.98,0.99,26.00
26109,21.88,2.34,2,13.68,201,1245,0.5000,8.47,17.40,14.36,8,14.60,0.41,0.41,0.00,1,127,0,0.00,4,10.74,10.59,0.99,26.50
26213,25.00,0.00,2,13.36,201,1308,0.5000,8.67,17.60,14.36,8,14.60,0.41,0.41,0.00,1,127,0,0.00,4,10.59,10.98,0.99,27.50
26317,25.00,0.00,2,13.52,201,1336,0.5000,9.02,17.10,14.36,8,14.60,0.41,0.41,0.00,1,127,0,0.00,4,10.45,10.59,0.99,28.00
26421,25.00,0.00,2,13.44,201,1345,0.5000,9.20,16.20,14.36,8,14.59,0.41,0.41,0.00,1,127,0,0.00,4,10.16,10.98,0.99,28.00
26525,25.00,0.00,2,13.52,201,1370,0.5000,9.38,15.80,14.36,8,14.59,0.41,0.42,0.00,1,127,0,0.00,4,10.01,10.59,0.99,28.50
26629,23.44,0.00,2,13.68,201,1373,0.5000,9.33,15.40,14.36,8,14.59,0.41,0.40,0.00,1,127,0,0.00,4,9.87,9.80,0.99,29.00
26733,22.66,0.00,2,13.60,201,1345,0.5000,8.76,14.40,14.36,8,14.59,0.40,0.39,0.00,1,127,0,0.00,4,9.43,9.02,1.00,28.00
26837,20.31,0.00,2,13.52,201,1327,0.5000,8.55,14.20,14.36,8,14.59,0.39,0.39,0.00,1,127,0,0.00,4,9.00,9.02,1.00,27.50
26941,17.19,0.00,2,13.52,201,1297,0.5000,8.55,13.70,14.36,8,14.60,0.39,0.40,0.00,1,127,0,0.00,4,9.00,9.02,1.00,27.00
27045,14.84,0.00,2,13.52,201,1256,0.5000,8.31,13.50,14.36,8,14.60,0.39,0.39,0.00,1,127,0,0.00,4,8.85,8.63,1.00,26.50
27149,13.28,0.00,2,13.68,201,1225,0.5000,7.96,13.50,14.36,8,14.60,0.39,0.38,0.00,1,127,0,0.00,4,8.71,8.24,1.00,26.00
27253,12.50,0.00,2,13.68,201,1190,0.5000,7.72,13.50,14.36,8,14.60,0.39,0.38,0.00,1,127,0,0.00,4,8.56,7.84,1.00,25.50
27357,10.94,0.00,2,13.60,201,1162,0.5000,7.64,13.60,14.36,8,14.61,0.39,0.39,0.00,1,127,0,0.00,4,8.56,7.84,1.00,25.00
27461,10.16,0.00,2,13.60,201,1140,0.5000,7.60,13.60,14.36,8,14.61,0.39,0.39,0.00,1,127,0,0.00,4,8.56,7.84,1.00,25.00
27565,9.38,0.00,2,13.52,201,1125,0.5000,7.88,13.60,14.36,8,14.62,0.40,0.42,0.00,1,127,0,0.00,4,8.85,8.63,1.00,24.50
27669,8.59,0.00,2,13.68,201,1126,0.5000,8.27,13.80,14.36,8,14.62,0.42,0.44,0.00,1,127,0,0.00,4,9.14,9.41,0.99,25.00
27773,7.81,0.00,2,13.68,201,1139,0.5000,8.98,13.80,14.36,8,14.62,0.44,0.47,0.00,1,127,0,0.00,4,9.72,10.59,0.91,25.50
27878,7.81,0.00,2,13.52,201,1159,0.5000,9.55,14.00,14.36,8,14.61,0.46,0.49,0.00,1,127,0,0.00,4,10.45,10.98,0.99,26.50
27981,10.16,0.00,2,13.60,201,1204,0.5000,9.69,14.40,14.36,8,14.61,0.47,0.48,0.00,1,127,0,0.00,4,10.88,11.37,0.99,27.50
28085,12.50,0.00,2,13.52,201,1244,0.5000,9.86,15.90,14.36,8,14.60,0.47,0.47,0.00,1,127,0,0.00,4,11.03,11.37,0.99,28.50
28189,14.84,0.00,2,13.68,201,1308,0.5000,9.77,15.20,14.36,8,14.60,0.47,0.46,0.00,1,127,0,0.00,4,10.88,11.37,0.99,29.00
28293,16.41,0.00,2,13.60,201,1355,0.5000,9.86,15.80,14.36,8,14.59,0.46,0.43,0.00,1,127,0,0.00,4,10.74,10.20,0.99,30.00
28396,16.41,0.00,2,13.60,201,1372,0.5000,9.33,15.60,14.36,8,14.59,0.43,0.41,0.00,1,127,0,0.00,4,10.16,10.20,1.00,30.00
28501,14.06,0.00,2,13.52,201,1386,0.5000,9.51,15.10,14.36,8,14.59,0.42,0.41,0.00,1,127,0,0.00,4,9.87,10.20,1.00,29.50
28605,12.50,0.00,2,13.36,201,1361,0.5000,9.69,14.50,14.36,8,14.59,0.43,0.43,0.00,1,127,0,0.00,4,9.72,10.98,1.00,29.00
28709,11.72,0.00,2,13.68,201,1359,0.5000,9.91,14.20,14.36,8,14.59,0.43,0.44,0.00,1,127,0,0.00,4,9.87,10.20,1.00,29.50
28813,11.72,0.00,2,13.60,201,1366,0.5000,9.11,14.10,14.36,8,14.59,0.42,0.40,0.00,1,127,0,0.00,4,9.43,9.41,1.00,29.50
28917,10.94,0.00,2,13.60,201,1337,0.5000,9.07,14.20,14.36,8,14.59,0.41,0.40,0.00,1,127,0,0.00,4,9.14,9.41,1.00,28.50
29021,9.38,0.00,2,13.36,201,1333,0.5000,9.29,14.30,14.36,8,14.59,0.42,0.42,0.00,1,127,0,0.00,4,9.14,9.80,1.00,28.50
29125,7.81,0.00,2,13.60,201,1330,0.5000,9.42,14.10,14.36,8,14.59,0.42,0.43,0.00,1,127,0,0.00,4,9.29,9.80,1.00,28.50
29229,7.81,0.00,2,13.52,201,1319,0.5000,9.60,14.00,14.36,8,14.59,0.43,0.43,0.00,1,127,0,0.00,4,9.43,10.20,1.00,28.50
29333,8.59,0.00,2,13.60,201,1325,0.5000,9.55,14.10,14.36,8,14.60,0.43,0.43,0.00,1,127,0,0.00,4,9.43,10.20,1.00,28.50
29437,8.59,0.00,2,13.60,201,1348,0.5000,9.51,14.20,14.36,8,14.59,0.43,0.43,0.00,1,127,0,0.00,4,9.43,9.80,1.00,29.00
29541,8.59,0.00,2,13.44,201,1349,0.5000,9.51,14.50,14.36,8,14.59,0.42,0.42,0.00,1,127,0,0.00,4,9.43,9.80,1.00,29.00
29645,8.59,0.00,2,13.60,201,1358,0.5000,9.55,14.60,14.36,8,14.59,0.42,0.42,0.00,1,127,0,0.00,4,9.43,9.80,1.00,29.00
29749,8.59,0.00,2,13.60,201,1370,0.5000,9.55,14.50,14.36,8,14.59,0.42,0.42,0.00,1,127,0,0.00,4,9.29,10.20,1.00,29.00
29853,7.81,0.00,2,13.52,201,1358,0.5000,9.55,14.60,14.36,8,14.59,0.42,0.42,0.00,1,127,0,0.00,4,9.29,10.20,1.00,29.00
29957,7.81,0.00,2,13.52,201,1372,0.5000,9.69,14.40,14.36,8,14.59,0.42,0.43,0.00,1,127,0,0.00,4,9.29,10.20,1.00,29.00
30061,8.59,0.00,2,13.60,201,1381,0.5000,9.77,14.50,14.36,8,14.59,0.42,0.42,0.00,1,127,0,0.00,4,9.29,10.20,1.00,29.00
30165,8.59,0.00,2,13.60,201,1376,0.5000,9.60,14.60,14.36,8,14.59,0.42,0.42,0.00,1,127,0,0.00,4,9.29,10.20,1.00,29.00
30269,8.59,0.00,2,13.44,201,1391,0.5000,9.82,14.60,14.36,8,14.59,0.42,0.43,0.00,1,127,0,0.00,4,9.29,10.20,1.00,29.50
30373,7.81,0.00,3,13.44,201,1384,0.5000,10.04,14.50,14.36,8,14.59,0.43,0.43,0.00,1,127,0,0.00,4,9.43,10.98,1.00,29.50
30477,7.81,0.00,3,13.60,201,1409,0.5000,10.57,14.50,14.36,8,14.59,0.44,0.46,0.00,1,127,0,0.00,4,9.72,11.76,0.99,30.00
30582,8.59,0.00,3,13.60,201,1427,0.5000,11.15,14.50,14.36,8,14.59,0.45,0.47,0.00,1,127,0,0.00,4,10.01,12.16,0.99,31.00
30685,10.16,0.00,3,13.52,201,1446,0.5000,11.54,14.70,14.36,8,14.59,0.47,0.48,0.00,1,127,0,0.00,4,10.45,12.94,0.99,32.00
30789,11.72,0.00,3,13.60,201,1478,0.5000,11.80,15.10,14.36,8,14.58,0.47,0.47,0.00,1,127,0,0.00,4,10.74,12.94,0.99,33.00
30893,13.28,0.00,3,13.52,201,1522,0.5000,11.91,15.40,14.36,8,14.58,0.47,0.47,0.00,1,127,0,0.00,4,10.74,12.94,0.99,34.00
30997,14.06,0.00,3,13.44,201,1533,0.5000,12.02,15.30,14.36,8,14.58,0.47,0.47,0.00,1,127,0,0.00,4,10.74,12.94,0.99,34.00
31101,13.28,0.00,3,13.60,201,1557,0.5000,11.96,15.10,14.36,8,14.58,0.47,0.46,0.00,1,127,0,0.00,4,10.74,12.94,0.99,34.50
31205,12.50,0.00,3,13.52,201,1570,0.5000,11.91,15.00,14.36,8,14.58,0.46,0.46,0.00,1,127,0,0.00,4,10.59,12.94,0.99,34.50
31310,13.28,0.00,3,13.60,201,1564,0.5000,12.23,14.60,14.36,8,14.58,0.47,0.47,0.00,1,127,0,0.00,4,10.59,12.94,0.99,34.50
31413,13.28,0.00,3,13.52,201,1570,0.5000,12.12,14.50,14.36,8,14.58,0.46,0.46,0.00,1,127,0,0.00,4,10.59,12.94,0.99,34.50
31517,13.28,0.00,3,13.44,201,1592,0.5000,12.12,14.50,14.36,8,14.58,0.46,0.46,0.00,1,127,0,0.00,4,10.59,12.94,0.99,35.00
31621,13.28,0.00,3,13.60,201,1599,0.5000,12.44,14.60,14.36,8,14.58,0.46,0.47,0.00,1,127,0,0.00,4,10.59,12.94,0.99,35.00
31725,13.28,0.00,3,13.60,201,1594,0.5000,12.39,14.50,14.36,8,14.57,0.47,0.46,0.00,1,127,0,0.00,4,10.45,12.94,0.99,35.00
31829,13.28,0.00,3,13.28,201,1603,0.5000,12.44,14.50,14.36,8,14.57,0.46,0.46,0.00,1,127,0,0.00,4,10.45,12.94,0.99,35.00
31933,13.28,0.00,3,13.60,201,1619,0.5000,12.34,14.40,14.36,8,14.58,0.46,0.46,0.00,1,127,0,0.00,4,10.45,12.94,0.99,35.50
32037,13.28,0.00,3,13.44,201,1624,0.5000,12.44,14.50,14.36,8,14.57,0.46,0.47,0.00,1,127,0,0.00,4,10.45,12.94,0.99,35.50
32142,13.28,0.00,3,13.52,201,1627,0.5000,12.44,14.50,14.36,8,14.57,0.46,0.46,0.00,1,127,0,0.00,4,10.45,12.94,0.99,35.00
32245,13.28,0.00,3,13.52,201,1620,0.5000,12.50,14.50,14.36,8,14.57,0.46,0.46,0.00,1,127,0,0.00,4,10.45,12.94,0.99,35.50
32350,13.28,0.00,3,13.36,201,1627,0.5000,12.50,14.50,14.36,8,14.57,0.46,0.45,0.00,1,127,0,0.00,4,10.45,12.94,0.99,35.50
32454,13.28,0.00,3,13.60,201,1634,0.5000,12.66,14.50,14.36,8,14.57,0.46,0.46,0.00,1,127,0,0.00,4,10.45,12.94,0.99,35.50
32558,13.28,0.00,3,13.28,201,1655,0.5000,12.60,14.50,14.36,8,14.57,0.46,0.46,0.00,1,127,0,0.00,4,10.30,12.94,0.99,35.50
32662,13.28,0.00,3,13.12,201,1658,0.5000,12.66,14.40,14.36,8,14.57,0.46,0.46,0.00,1,127,0,0.00,4,10.30,12.94,0.99,35.50
32765,12.50,0.00,3,13.60,201,1662,0.5000,12.66,14.50,14.36,8,14.57,0.46,0.46,0.00,1,127,0,0.00,4,10.30,12.94,0.99,35.50
