Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),Atmospheric Pressure (psi),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Fine Learning Knock Correction (4-byte)* (degrees),Fine Learning Table Offset* (index position),Ignition Base Timing* (degrees),Throttle Plate Opening Angle (4-byte)* (%),IAM (1-byte)** (multiplier)
16424,0.78,4.69,14.51,8,14.69,189,0.36,834,0.00,17.00,129,0,0.00,0,8.56,4.98,5.49,14.50,0.00,1,16.91,5.04,0.5000
16526,0.78,4.69,14.51,8,14.69,189,0.36,828,0.00,17.00,129,0,0.00,0,8.56,5.01,5.49,14.50,0.00,1,16.91,5.04,0.5000
16627,0.78,4.69,14.51,8,14.69,189,0.36,832,0.00,17.00,129,0,0.00,0,8.56,5.08,5.49,14.60,0.00,1,16.91,5.04,0.5000
16730,0.78,4.69,14.51,8,14.68,189,0.36,827,0.00,17.00,129,0,0.00,0,8.56,4.95,5.49,14.50,0.00,1,16.91,5.04,0.5000
16832,0.78,4.69,14.51,8,14.69,189,0.36,824,0.00,17.00,129,0,0.00,0,8.56,4.98,5.49,14.50,0.00,1,16.91,5.04,0.5000
16934,0.78,4.69,14.51,8,14.69,189,0.36,830,0.00,17.00,129,0,0.00,0,8.56,5.01,5.49,14.60,0.00,1,16.91,5.04,0.5000
17036,0.78,4.69,14.51,8,14.69,189,0.36,828,0.00,17.00,129,0,0.00,0,8.56,4.98,5.49,14.60,0.00,1,16.91,5.04,0.5000
17137,0.78,4.69,14.51,8,14.69,189,0.36,822,0.00,17.50,129,0,0.00,0,8.56,4.93,5.49,14.60,0.00,1,16.91,5.04,0.5000
17241,0.78,4.69,14.51,8,14.69,189,0.36,820,0.00,17.00,129,0,0.00,0,8.56,4.90,5.49,14.60,0.00,1,16.91,5.04,0.5000
17342,0.78,4.69,14.51,8,14.69,189,0.36,822,0.00,17.00,129,0,0.00,0,8.56,4.98,5.49,14.70,0.00,1,16.91,5.04,0.5000
17444,0.78,4.69,14.51,8,14.69,189,0.36,823,0.00,17.00,129,0,0.00,0,8.56,4.98,5.49,14.60,0.00,1,16.91,5.04,0.5000
17546,0.78,4.69,14.51,8,14.69,189,0.36,814,0.00,17.00,129,0,0.00,0,8.71,4.90,5.49,14.60,0.00,1,16.91,5.19,0.5000
17648,0.78,4.69,14.51,8,14.69,189,0.36,826,0.00,17.00,129,0,0.00,0,8.71,4.84,5.49,14.50,0.00,1,16.91,5.04,0.5000
17750,0.78,4.69,14.51,8,14.69,189,0.36,822,0.00,17.00,129,0,0.00,0,8.71,4.93,5.49,14.60,0.00,1,16.91,5.04,0.5000
17852,0.78,4.69,14.51,8,14.69,189,0.36,818,0.00,17.00,129,0,0.00,0,8.71,5.01,5.49,14.70,0.00,1,16.91,5.04,0.5000
17955,0.78,4.69,14.51,8,14.69,189,0.36,822,0.00,17.00,129,0,0.00,0,8.71,5.01,5.49,14.90,0.00,1,16.91,5.04,0.5000
18056,0.78,4.69,14.51,8,14.69,189,0.36,815,0.00,17.00,129,0,0.00,0,8.71,4.98,5.49,14.70,0.00,1,16.91,5.19,0.5000
18159,0.78,4.69,14.51,8,14.69,189,0.36,819,0.00,17.00,129,0,0.00,0,8.71,4.87,5.49,14.70,0.00,1,16.91,5.04,0.5000
18260,0.78,4.69,14.51,8,14.69,189,0.36,818,0.00,17.00,129,0,0.00,0,8.71,4.95,5.49,15.00,0.00,1,16.91,5.04,0.5000
18362,0.78,4.69,14.51,8,14.69,189,0.36,810,0.00,17.00,129,0,0.00,0,8.71,4.98,5.49,14.80,0.00,1,16.91,5.04,0.5000
18464,0.78,4.69,14.51,8,14.69,189,0.36,824,0.00,17.00,129,0,0.00,0,8.71,4.90,5.49,14.80,0.00,1,16.91,5.04,0.5000
18566,0.78,4.69,14.51,8,14.69,189,0.36,815,0.00,17.00,129,0,0.00,0,8.71,4.87,5.49,14.90,0.00,1,16.91,5.04,0.5000
18668,0.78,4.69,14.51,8,14.69,189,0.36,817,0.00,17.00,129,0,0.00,0,8.71,4.98,5.49,14.80,0.00,1,16.91,5.19,0.5000
18770,0.78,4.69,14.51,8,14.69,189,0.36,826,0.00,17.00,129,0,0.00,0,8.71,4.95,5.49,14.80,0.00,1,16.91,5.19,0.5000
18872,0.78,4.69,14.51,8,14.69,189,0.36,812,0.00,17.00,129,0,0.00,0,8.71,4.98,5.49,14.70,0.00,1,16.91,5.19,0.5000
18974,0.78,4.69,14.51,8,14.69,189,0.36,821,0.00,17.00,129,0,0.00,0,8.71,5.03,5.49,14.70,0.00,1,16.91,5.19,0.5000
19076,0.78,4.69,14.51,8,14.69,189,0.36,824,0.00,17.00,129,0,0.00,0,8.71,5.06,5.49,14.70,0.00,1,16.91,5.19,0.5000
19178,1.56,4.69,14.51,8,14.69,189,0.36,819,0.00,17.00,129,0,0.00,0,8.71,4.95,5.49,14.80,0.00,1,16.91,5.19,0.5000
19281,1.56,4.69,14.51,8,14.69,189,0.36,828,0.00,17.00,129,0,0.00,0,8.71,5.03,5.49,14.80,0.00,1,16.91,5.19,0.5000
19382,1.56,4.69,14.51,8,14.69,189,0.36,823,0.00,17.00,129,0,0.00,0,8.71,4.98,5.49,14.80,0.00,1,16.91,5.19,0.5000
19484,1.56,4.69,14.51,8,14.69,189,0.36,833,0.00,17.00,129,0,0.00,0,8.71,5.08,5.49,14.80,0.00,1,16.91,5.19,0.5000
19586,1.56,4.69,14.51,8,14.69,189,0.36,832,0.00,16.50,129,0,0.00,0,8.71,5.08,5.49,14.80,0.00,1,16.91,5.19,0.5000
19688,1.56,4.69,14.51,8,14.68,189,0.36,842,0.00,16.50,129,0,0.00,0,8.71,5.08,5.49,14.80,0.00,1,16.91,5.19,0.5000
19790,1.56,5.47,14.51,8,14.68,189,0.36,848,0.00,16.00,129,0,0.00,0,8.71,5.01,5.49,14.70,0.00,1,16.91,5.19,0.5000
19892,1.56,5.47,14.51,8,14.68,189,0.36,844,0.00,16.50,129,0,0.00,0,8.56,5.03,5.49,14.70,0.00,1,16.91,5.19,0.5000
19995,1.56,5.47,14.51,8,14.68,189,0.36,858,0.00,16.00,129,0,0.00,0,8.56,5.03,5.49,14.80,0.00,1,16.91,5.19,0.5000
20096,1.56,5.47,14.51,8,14.68,189,0.36,861,0.00,16.00,129,0,0.00,0,8.56,4.98,5.49,14.70,0.00,1,16.91,5.19,0.5000
20198,1.56,5.47,14.51,8,14.68,189,0.35,860,0.00,16.00,129,0,0.00,0,8.56,5.03,5.49,14.70,0.00,1,16.91,5.19,0.5000
20300,0.78,5.47,14.51,8,14.68,189,0.35,858,0.00,16.50,129,0,0.00,0,8.56,5.11,5.49,14.70,0.00,1,16.91,5.19,0.5000
20402,0.78,5.47,14.51,8,14.68,189,0.35,864,0.00,16.50,129,0,0.00,0,8.42,5.06,5.49,14.60,0.00,1,16.91,5.19,0.5000
20505,0.78,5.47,14.51,8,14.68,189,0.35,860,0.00,16.00,129,0,0.00,0,8.42,5.14,5.49,14.50,0.00,1,16.91,5.19,0.5000
20606,0.78,5.47,14.51,8,14.68,189,0.35,863,0.00,16.50,129,0,0.00,0,8.42,5.14,5.49,14.60,0.00,1,16.91,5.19,0.5000
20708,0.78,5.47,14.51,8,14.68,189,0.35,854,0.00,16.50,129,0,0.00,0,8.42,5.14,5.49,14.50,0.00,1,16.91,5.19,0.5000
20810,0.78,5.47,14.51,8,14.68,189,0.36,855,0.00,17.00,129,0,0.00,0,8.42,5.01,5.49,14.50,0.00,1,16.91,5.19,0.5000
20912,0.78,5.47,14.51,8,14.68,189,0.35,850,0.00,16.50,129,0,0.00,0,8.42,5.03,5.49,14.60,0.00,1,16.91,5.19,0.5000
21014,0.78,5.47,14.51,8,14.68,189,0.35,852,0.00,17.00,129,0,0.00,0,8.42,4.98,5.49,14.60,0.00,1,16.91,5.19,0.5000
21116,0.78,5.47,14.51,8,14.68,189,0.35,853,0.00,17.00,129,0,0.00,0,8.42,5.01,5.49,14.50,0.00,1,16.91,5.19,0.5000
21218,0.78,5.47,14.51,8,14.68,189,0.35,853,0.00,17.00,129,0,0.00,0,8.42,5.03,5.49,14.50,0.00,1,16.91,5.19,0.5000
21320,0.78,5.47,14.51,8,14.68,189,0.35,857,0.00,16.50,129,0,0.00,0,8.42,5.06,5.49,14.50,0.00,1,16.91,5.19,0.5000
21422,0.78,5.47,14.51,8,14.68,189,0.35,837,0.00,17.00,129,0,0.00,0,8.42,5.01,5.49,14.50,0.00,1,16.91,5.04,0.5000
21524,0.78,5.47,14.51,8,14.68,189,0.35,846,0.00,17.00,129,0,0.00,0,8.42,4.98,5.49,14.50,0.00,1,16.91,5.04,0.5000
21626,0.78,5.47,14.51,8,14.68,189,0.35,836,0.00,17.00,129,0,0.00,0,8.42,4.98,5.49,14.50,0.00,1,16.91,5.04,0.5000
21728,0.78,5.47,14.51,8,14.68,189,0.35,844,0.00,17.00,129,0,0.00,0,8.56,5.03,5.49,14.60,0.00,1,16.91,5.04,0.5000
21830,0.78,5.47,14.51,8,14.68,189,0.36,840,0.00,17.00,129,0,0.00,0,8.56,5.01,5.49,14.60,0.00,1,16.91,5.04,0.5000
21932,0.78,5.47,14.51,8,14.69,189,0.36,834,0.00,17.00,129,0,0.00,0,8.56,4.95,5.49,14.60,0.00,1,16.91,5.04,0.5000
22034,0.78,5.47,14.51,8,14.68,189,0.36,842,0.00,17.00,129,0,0.00,0,8.56,5.06,5.49,14.60,0.00,1,16.91,5.04,0.5000
22136,0.00,5.47,14.51,8,14.69,189,0.36,831,0.00,17.00,129,0,0.00,0,8.56,5.06,5.49,14.60,0.00,1,16.91,5.04,0.5000
22239,0.00,5.47,14.51,8,14.69,189,0.36,836,0.00,17.00,129,0,0.00,0,8.56,5.01,5.49,14.60,0.00,1,16.91,5.04,0.5000
22340,0.78,5.47,14.51,8,14.68,189,0.36,833,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.50,0.00,1,16.91,5.04,0.5000
22442,0.78,5.47,14.51,8,14.69,189,0.36,830,0.00,17.00,129,0,0.00,0,8.56,4.87,5.49,14.60,0.00,1,16.91,5.04,0.5000
22544,0.78,5.47,14.51,8,14.68,189,0.36,838,0.00,17.00,129,0,0.00,0,8.56,4.82,5.49,14.60,0.00,1,16.91,5.04,0.5000
22646,0.78,5.47,14.51,8,14.69,189,0.35,831,0.00,17.00,129,0,0.00,0,8.56,4.87,5.49,14.70,0.00,1,16.91,5.04,0.5000
22749,0.78,5.47,14.51,8,14.69,189,0.35,834,0.00,17.00,129,0,0.00,0,8.56,4.90,5.49,14.60,0.00,1,16.91,5.04,0.5000
22850,0.00,5.47,14.51,8,14.69,189,0.35,825,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.70,0.00,1,16.91,5.04,0.5000
22953,0.00,5.47,14.51,8,14.69,189,0.35,821,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.50,0.00,1,16.91,5.04,0.5000
23054,0.00,5.47,14.51,8,14.69,189,0.35,819,0.00,17.00,129,0,0.00,0,8.56,5.01,5.49,14.60,0.00,1,16.91,5.04,0.5000
23156,0.78,5.47,14.51,8,14.69,189,0.36,812,0.00,17.50,129,0,0.00,0,8.56,4.90,5.49,14.60,0.00,1,16.91,5.04,0.5000
23259,0.78,5.47,14.51,8,14.69,189,0.36,821,0.00,17.00,129,0,0.00,0,8.56,5.01,5.49,14.80,0.00,1,16.91,5.04,0.5000
23361,0.78,5.47,14.51,8,14.69,189,0.36,826,0.00,17.00,129,0,0.00,0,8.56,4.95,5.49,14.60,0.00,1,16.91,5.04,0.5000
23462,0.78,5.47,14.51,8,14.69,189,0.36,831,0.00,17.00,129,0,0.00,0,8.56,4.95,5.49,14.70,0.00,1,16.91,5.04,0.5000
23565,0.78,5.47,14.51,8,14.69,189,0.36,826,0.00,17.00,129,0,0.00,0,8.56,5.01,5.49,14.80,0.00,1,16.91,5.04,0.5000
23667,0.78,5.47,14.51,8,14.69,189,0.36,823,0.00,17.00,129,0,0.00,0,8.56,5.01,5.49,14.80,0.00,1,16.91,5.04,0.5000
23769,0.78,5.47,14.51,8,14.69,189,0.36,832,0.00,17.00,129,0,0.00,0,8.56,5.03,5.49,14.80,0.00,1,16.91,5.04,0.5000
23871,0.78,5.47,14.51,8,14.69,189,0.36,824,0.00,17.00,129,0,0.00,0,8.56,4.95,5.49,14.80,0.00,1,16.91,5.04,0.5000
23973,0.78,5.47,14.51,8,14.69,189,0.36,831,0.00,17.00,129,0,0.00,0,8.56,5.03,5.49,14.70,0.00,1,16.91,5.04,0.5000
24075,0.78,5.47,14.51,8,14.68,189,0.36,840,0.00,16.50,129,0,0.00,0,8.56,4.90,5.49,14.80,0.00,1,16.91,5.04,0.5000
24177,0.78,5.47,14.51,8,14.68,189,0.36,838,0.00,17.00,129,0,0.00,0,8.56,4.98,5.49,14.70,0.00,1,16.91,5.04,0.5000
24279,0.78,5.47,14.51,8,14.68,189,0.36,851,0.00,16.50,129,0,0.00,0,8.56,4.98,5.49,14.70,0.00,1,16.91,5.04,0.5000
24381,0.78,5.47,14.51,8,14.68,189,0.35,848,0.00,16.50,129,0,0.00,0,8.42,5.01,5.49,14.60,0.00,1,16.91,5.04,0.5000
24483,0.00,5.47,14.51,8,14.68,189,0.35,851,0.00,16.50,129,0,0.00,0,8.42,4.93,5.49,14.50,0.00,1,16.91,5.04,0.5000
24585,0.00,5.47,14.51,8,14.68,189,0.35,836,0.00,17.00,129,0,0.00,0,8.42,4.90,5.49,14.50,0.00,1,16.91,5.04,0.5000
24687,0.00,5.47,14.51,8,14.68,189,0.35,841,0.00,17.00,129,0,0.00,0,8.42,4.82,5.49,14.60,0.00,1,16.91,5.04,0.5000
24788,0.00,5.47,14.51,8,14.68,189,0.35,834,0.00,16.50,129,0,0.00,0,8.42,4.90,5.49,14.60,0.00,1,16.91,5.04,0.5000
24891,0.00,5.47,14.51,8,14.68,189,0.35,836,0.00,17.00,129,0,0.00,0,8.42,4.93,5.49,14.60,0.00,1,16.91,5.04,0.5000
24993,0.00,5.47,14.51,8,14.69,189,0.35,832,0.00,17.00,129,0,0.00,0,8.42,4.93,5.49,14.50,0.00,1,16.91,5.04,0.5000
25094,0.00,5.47,14.51,8,14.69,189,0.35,816,0.00,17.00,129,0,0.00,0,8.42,4.90,5.49,14.60,0.00,1,16.91,5.04,0.5000
25197,0.00,5.47,14.51,8,14.69,189,0.35,812,0.00,17.50,129,0,0.00,0,8.56,4.93,5.10,14.50,0.00,1,16.91,5.04,0.5000
25299,0.00,5.47,14.51,8,14.69,189,0.36,812,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.60,0.00,1,16.91,5.05,0.5000
25401,0.00,5.47,14.51,8,14.69,189,0.36,810,0.00,17.50,129,0,0.00,0,8.56,4.93,5.49,14.60,0.00,1,16.91,5.04,0.5000
25503,0.00,5.47,14.51,8,14.69,189,0.36,812,0.00,17.00,129,0,0.00,0,8.56,4.79,5.49,14.70,0.00,1,16.91,5.04,0.5000
25605,0.00,5.47,14.51,8,14.69,189,0.36,805,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.50,0.00,1,16.91,5.04,0.5000
25707,0.00,5.47,14.51,8,14.69,189,0.36,817,0.00,17.00,129,0,0.00,0,8.56,4.87,5.49,14.70,0.00,1,16.91,5.04,0.5000
25809,0.00,5.47,14.51,8,14.69,189,0.36,824,0.00,17.00,129,0,0.00,0,8.56,5.01,5.49,14.70,0.00,1,16.91,5.04,0.5000
25911,0.00,5.47,14.51,8,14.69,189,0.36,815,0.00,17.00,129,0,0.00,0,8.56,4.95,5.49,14.80,0.00,1,16.91,5.04,0.5000
26013,0.00,5.47,14.51,8,14.69,189,0.36,815,0.00,17.00,129,0,0.00,0,8.56,4.84,5.49,14.70,0.00,1,16.91,5.04,0.5000
26115,0.00,5.47,14.51,8,14.69,189,0.36,815,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.70,0.00,1,16.91,5.04,0.5000
26217,0.00,5.47,14.51,8,14.69,189,0.36,808,0.00,17.00,129,0,0.00,0,8.71,4.93,5.49,14.70,0.00,1,16.91,5.04,0.5000
26319,0.00,5.47,14.51,8,14.69,189,0.36,819,0.00,17.00,129,0,0.00,0,8.71,4.90,5.49,14.70,0.00,1,16.91,5.04,0.5000
26421,0.00,5.47,14.51,8,14.69,189,0.36,820,0.00,17.00,129,0,0.00,0,8.56,4.95,5.49,14.70,0.00,1,16.91,5.04,0.5000
26523,0.00,5.47,14.51,8,14.69,189,0.36,840,0.00,17.00,129,0,0.00,0,8.56,4.98,5.49,14.70,0.00,1,16.91,5.04,0.5000
26625,0.00,5.47,14.51,8,14.68,189,0.36,829,0.00,16.50,129,0,0.00,0,8.56,4.93,5.49,14.70,0.00,1,16.91,5.04,0.5000
26726,0.00,5.47,14.51,8,14.69,189,0.36,839,0.00,16.50,129,0,0.00,0,8.56,4.93,5.49,14.90,0.00,1,16.91,5.04,0.5000
26828,0.78,5.47,14.51,8,14.68,189,0.35,849,0.00,16.00,129,0,0.00,0,8.56,4.90,5.49,14.70,0.00,1,16.91,5.04,0.5000
26931,0.78,5.47,14.51,8,14.68,189,0.35,840,0.00,16.50,129,0,0.00,0,8.56,4.95,5.49,14.80,0.00,1,16.91,5.04,0.5000
27033,0.78,5.47,14.51,8,14.68,189,0.35,849,0.00,16.50,129,0,0.00,0,8.56,4.87,5.49,14.80,0.00,1,16.91,5.04,0.5000
27135,0.78,5.47,14.51,8,14.68,189,0.35,844,0.00,16.50,129,0,0.00,0,8.42,4.93,5.49,14.80,0.00,1,16.91,5.04,0.5000
27237,0.78,5.47,14.51,8,14.68,189,0.35,846,0.00,17.00,129,0,0.00,0,8.56,4.95,5.49,14.70,0.00,1,16.91,5.04,0.5000
27339,0.78,5.47,14.51,8,14.68,189,0.35,832,0.00,16.50,129,0,0.00,0,8.56,4.95,5.49,14.70,0.00,1,16.91,5.04,0.5000
27441,0.78,5.47,14.51,8,14.68,189,0.35,845,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.80,0.00,1,16.91,5.04,0.5000
27542,0.78,5.47,14.51,8,14.68,189,0.35,837,0.00,16.50,129,0,0.00,0,8.56,4.93,5.49,14.70,0.00,1,16.91,5.04,0.5000
27645,0.78,5.47,14.51,8,14.69,189,0.35,834,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.80,0.00,1,16.91,5.04,0.5000
27747,0.78,5.47,14.51,8,14.68,189,0.35,840,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.80,0.00,1,16.91,5.04,0.5000
27849,0.78,5.47,14.51,8,14.69,189,0.35,832,0.00,17.00,129,0,0.00,0,8.56,5.03,5.49,14.80,0.00,1,16.91,5.04,0.5000
27951,0.78,5.47,14.51,8,14.69,189,0.35,838,0.00,17.00,129,0,0.00,0,8.56,5.03,5.49,14.90,0.00,1,16.91,5.04,0.5000
28053,0.78,5.47,14.51,8,14.69,189,0.36,830,0.00,17.00,129,0,0.00,0,8.56,4.98,5.49,14.80,0.00,1,16.91,5.04,0.5000
28155,0.78,5.47,14.51,8,14.69,189,0.36,826,0.00,17.00,129,0,0.00,0,8.56,4.95,5.49,15.00,0.00,1,16.91,5.04,0.5000
28257,0.78,5.47,14.51,8,14.69,189,0.36,832,0.00,17.00,129,0,0.00,0,8.56,4.90,5.49,14.90,0.00,1,16.91,5.04,0.5000
28359,0.78,5.47,14.51,8,14.69,189,0.36,825,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.80,0.00,1,16.91,5.04,0.5000
28461,0.78,5.47,14.51,8,14.69,189,0.35,824,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.80,0.00,1,16.91,5.04,0.5000
28562,0.78,5.47,14.51,8,14.69,189,0.36,823,0.00,17.00,129,0,0.00,0,8.56,5.03,5.49,14.80,0.00,1,16.91,5.04,0.5000
28665,0.78,5.47,14.51,8,14.69,189,0.36,823,0.00,17.50,129,0,0.00,0,8.56,4.90,5.49,14.70,0.00,1,16.91,5.04,0.5000
28767,0.78,5.47,14.51,8,14.69,189,0.36,827,0.00,17.00,129,0,0.00,0,8.56,4.93,5.49,14.70,0.00,1,16.91,5.04,0.5000
28869,0.78,5.47,14.51,8,14.69,189,0.36,823,0.00,17.00,129,0,0.00,0,8.56,4.95,5.49,14.70,0.00,1,16.91,5.04,0.5000
28971,0.78,5.47,14.51,8,14.69,189,0.36,828,0.00,17.00,131,0,0.00,0,8.56,4.92,5.49,14.70,0.00,1,16.91,5.19,0.5000
29073,0.78,5.47,14.51,8,14.68,189,0.36,834,0.00,17.00,131,0,0.00,0,8.56,4.90,5.49,14.70,0.00,1,16.91,5.04,0.5000
29176,0.78,5.47,14.51,8,14.68,189,0.35,846,0.00,16.50,131,0,0.00,0,8.56,4.79,5.49,14.70,0.00,1,16.91,5.04,0.5000
29277,0.78,5.47,14.51,8,14.68,189,0.35,841,0.00,16.50,131,0,0.00,0,8.56,4.95,5.49,14.80,0.00,1,16.91,5.04,0.5000
29379,0.78,5.47,14.51,8,14.68,189,0.35,839,0.00,17.00,131,0,0.00,0,8.56,4.87,5.49,14.80,0.00,1,16.91,5.04,0.5000
29481,0.78,5.47,14.51,8,14.68,189,0.35,844,0.00,16.50,131,0,0.00,0,8.56,4.90,5.49,14.70,0.00,1,16.91,5.04,0.5000
29583,0.78,5.47,14.51,8,14.69,189,0.35,831,0.00,17.00,131,0,0.00,0,8.56,4.84,5.49,14.70,0.00,1,16.91,5.04,0.5000
29685,0.78,5.47,14.51,8,14.69,189,0.35,835,0.00,17.00,131,0,0.00,0,8.56,4.79,5.49,14.70,0.00,1,16.91,5.04,0.5000
29787,0.78,5.47,14.51,8,14.69,189,0.35,826,0.00,17.00,131,0,0.00,0,8.56,4.90,5.49,14.70,0.00,1,16.91,5.04,0.5000
29889,0.78,5.47,14.51,8,14.69,189,0.35,828,0.00,17.00,131,0,0.00,0,8.56,4.92,5.49,14.70,0.00,1,16.91,5.04,0.5000
29991,0.78,5.47,14.51,8,14.68,189,0.35,836,0.00,17.00,131,0,0.00,0,8.56,4.92,5.49,14.90,0.00,1,16.91,5.04,0.5000
30093,0.78,5.47,14.51,8,14.69,189,0.35,821,0.00,17.00,131,0,0.00,0,8.56,4.90,5.49,14.70,0.00,1,16.91,5.04,0.5000
30195,1.56,5.47,14.51,8,14.69,189,0.35,818,0.00,17.00,131,0,0.00,0,8.56,4.84,5.49,14.80,0.00,1,16.91,5.04,0.5000
30297,1.56,5.47,14.51,8,14.69,189,0.35,820,0.00,17.00,131,0,0.00,0,8.56,4.84,5.49,14.80,0.00,1,16.91,5.04,0.5000
30399,1.56,5.47,14.51,8,14.69,189,0.35,831,0.00,17.00,131,0,0.00,0,8.56,4.98,5.49,14.80,0.00,1,16.91,5.04,0.5000
30501,1.56,5.47,14.51,8,14.69,189,0.35,815,0.00,17.00,131,0,0.00,0,8.56,4.90,5.49,14.80,0.00,1,16.91,5.04,0.5000
30603,1.56,5.47,14.51,8,14.69,189,0.36,818,0.00,17.00,131,0,0.00,0,8.56,4.90,5.49,14.80,0.00,1,16.91,5.04,0.5000
30705,1.56,5.47,14.51,8,14.69,189,0.36,822,0.00,17.00,131,0,0.00,0,8.71,4.87,5.49,14.90,0.00,1,16.91,5.04,0.5000
30807,1.56,5.47,14.51,8,14.69,189,0.36,820,0.00,17.00,131,0,0.00,0,8.71,4.95,5.49,14.80,0.00,1,16.91,5.04,0.5000
30909,1.56,5.47,14.51,8,14.69,189,0.36,827,0.00,17.00,131,0,0.00,0,8.71,4.92,5.49,14.80,0.00,1,16.91,5.04,0.5000
31011,1.56,5.47,14.51,8,14.68,189,0.36,836,0.00,16.50,131,0,0.00,0,8.56,4.92,5.49,14.90,0.00,1,16.91,5.04,0.5000
31113,1.56,5.47,14.51,8,14.68,189,0.36,835,0.00,16.50,131,0,0.00,0,8.56,4.90,5.49,14.80,0.00,1,16.91,5.04,0.5000
31215,1.56,5.47,14.51,8,14.68,189,0.35,842,0.00,16.50,131,0,0.00,0,8.56,4.92,5.49,14.80,0.00,1,16.91,5.04,0.5000
31317,1.56,5.47,14.51,8,14.68,189,0.35,844,0.00,16.50,131,0,0.00,0,8.56,4.90,5.49,14.90,0.00,1,16.91,5.04,0.5000
31419,1.56,5.47,14.51,8,14.68,189,0.35,854,0.00,16.50,131,0,0.00,0,8.56,4.92,5.49,14.80,0.00,1,16.91,5.04,0.5000
31521,1.56,5.47,14.51,8,14.68,189,0.35,842,0.00,16.50,131,0,0.00,0,8.56,4.82,5.49,14.80,0.00,1,16.91,5.04,0.5000
31624,1.56,5.47,14.51,8,14.69,189,0.35,842,0.00,17.00,131,0,0.00,0,8.42,4.92,5.49,14.80,0.00,1,16.91,5.04,0.5000
31726,1.56,5.47,14.51,8,14.68,189,0.35,848,0.00,16.50,131,0,0.00,0,8.42,4.92,5.49,14.80,0.00,1,16.91,5.04,0.5000
31827,1.56,5.47,14.51,8,14.68,189,0.35,835,0.00,17.00,131,0,0.00,0,8.56,4.95,5.49,14.70,0.00,1,16.91,5.04,0.5000
31929,1.56,5.47,14.51,8,14.68,189,0.35,839,0.00,17.00,131,0,0.00,0,8.56,5.01,5.49,14.80,0.00,1,16.91,5.04,0.5000
32031,1.56,5.47,14.51,8,14.68,189,0.35,832,0.00,17.00,131,0,0.00,0,8.56,4.98,5.49,14.60,0.00,1,16.91,5.04,0.5000
32133,1.56,5.47,14.51,8,14.69,189,0.36,830,0.00,17.00,131,0,0.00,0,8.56,4.92,5.49,14.60,0.00,1,16.91,5.04,0.5000
32235,1.56,5.47,14.51,8,14.69,189,0.36,817,0.00,17.00,131,0,0.00,0,8.56,4.90,5.49,14.60,0.00,1,16.91,5.04,0.5000
32337,1.56,5.47,14.51,8,14.69,189,0.36,820,0.00,17.00,131,0,0.00,0,8.56,4.95,5.49,14.60,0.00,1,16.91,5.04,0.5000
32440,1.56,5.47,14.51,8,14.69,189,0.36,826,0.00,17.00,131,0,0.00,0,8.56,4.95,5.49,14.50,0.00,1,16.91,5.04,0.5000
32541,1.56,5.47,14.51,8,14.69,189,0.36,820,0.00,17.00,131,0,0.00,0,8.56,4.98,5.49,14.60,0.00,1,16.91,5.04,0.5000
32643,0.78,5.47,14.51,8,14.69,189,0.36,828,0.00,17.00,131,0,0.00,0,8.56,4.95,5.49,14.50,0.00,1,16.91,5.04,0.5000
32746,0.78,5.47,14.51,8,14.68,189,0.36,829,0.00,17.00,131,0,0.00,0,8.56,5.01,5.49,14.60,0.00,1,16.91,5.04,0.5000
32848,1.56,5.47,14.51,8,14.69,189,0.36,829,0.00,17.00,131,0,0.00,0,8.56,4.98,5.49,14.50,0.00,1,16.91,5.04,0.5000
32949,0.78,5.47,14.51,8,14.69,189,0.36,828,0.00,17.00,131,0,0.00,0,8.56,4.92,5.49,14.50,0.00,1,16.91,5.04,0.5000
33051,0.78,5.47,14.51,8,14.69,189,0.36,827,0.00,17.00,131,0,0.00,0,8.56,4.82,5.49,14.60,0.00,1,16.91,5.04,0.5000
33154,0.78,5.47,14.51,8,14.69,189,0.35,834,0.00,17.00,131,0,0.00,0,8.56,4.92,5.49,14.70,0.00,1,16.91,5.04,0.5000
33256,0.78,5.47,14.51,8,14.68,189,0.35,832,0.00,17.00,131,0,0.00,0,8.56,5.01,5.49,14.50,0.00,1,16.91,5.04,0.5000
