Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning #1 A (Stored)* (%),A/F Learning #1 B (Stored)* (%),A/F Learning #1 C (Stored)* (%),A/F Learning #1 D (Stored)* (%),A/F Learning Airflow Range (Current)* (offset),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),IAM (4-byte)* (multiplier),Mass Airflow (g/s),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
81987,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,703,0.5000,3.03,14.80
82062,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,695,0.5000,3.03,14.80
82136,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,703,0.5000,3.03,14.70
82211,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,711,0.5000,3.03,14.70
82286,0.00,2.34,2.10,0.00,0.00,0.00,1,13.52,190,708,0.5000,3.03,14.80
82362,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,701,0.5000,3.03,14.80
82436,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,694,0.5000,3.03,14.80
82511,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,699,0.5000,3.03,14.80
82587,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,690,0.5000,3.00,14.70
82661,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,696,0.5000,3.03,14.70
82737,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,707,0.5000,3.03,14.80
82811,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.03,14.80
82887,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.60,190,692,0.5000,3.03,14.70
82961,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,693,0.5000,3.03,14.70
83037,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,690,0.5000,3.03,14.70
83111,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,682,0.5000,3.03,14.70
83187,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,691,0.5000,3.03,14.70
83261,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,695,0.5000,3.03,14.70
83337,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,709,0.5000,3.00,14.70
83412,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,707,0.5000,2.98,14.70
83487,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.00,14.80
83562,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,713,0.5000,3.00,14.80
83636,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,2.98,14.80
83711,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.00,14.70
83787,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.03,14.80
83862,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,711,0.5000,3.03,14.80
83937,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,713,0.5000,3.00,14.70
84012,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.03,14.70
84087,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.60,190,718,0.5000,3.00,14.80
84162,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,728,0.5000,3.03,14.80
84236,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.03,14.70
84312,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.70
84387,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.80
84462,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,718,0.5000,3.03,14.80
84537,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,721,0.5000,3.03,14.80
84612,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.03,14.80
84687,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,726,0.5000,3.03,14.80
84762,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,725,0.5000,3.03,14.80
84837,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,730,0.5000,3.03,14.80
84912,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,724,0.5000,3.03,14.80
84987,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,728,0.5000,3.03,14.80
85062,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,726,0.5000,3.03,14.80
85137,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.03,14.80
85212,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.80
85287,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
85362,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.80
85437,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,695,0.5000,3.03,14.90
85512,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,700,0.5000,3.03,14.70
85587,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,701,0.5000,3.03,14.70
85662,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,697,0.5000,3.03,14.70
85737,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,696,0.5000,3.03,14.80
85812,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,686,0.5000,3.03,14.70
85887,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.70
85962,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.70
86037,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.03,14.70
86112,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.70
86187,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.03,14.70
86262,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,2.98,14.70
86337,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,697,0.5000,3.00,14.70
86412,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.03,14.70
86487,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.70
86562,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,707,0.5000,3.03,14.70
86637,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.00,14.80
86712,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,703,0.5000,3.03,14.70
86787,0.00,2.34,2.10,0.00,0.00,0.00,1,13.60,190,703,0.5000,2.98,14.80
86862,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.00,14.80
86937,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.80
87012,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.00,14.80
87087,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.80
87163,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,715,0.5000,3.03,14.80
87237,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.03,14.80
87312,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.03,14.80
87387,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,712,0.5000,3.03,14.80
87462,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,715,0.5000,3.03,14.80
87537,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,718,0.5000,3.03,14.80
87612,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.03,14.80
87687,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,719,0.5000,3.03,14.80
87762,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,721,0.5000,3.03,14.80
87837,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.03,14.80
87913,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,721,0.5000,3.03,14.70
87987,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.03,14.80
88062,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.03,14.80
88137,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,711,0.5000,3.03,14.80
88213,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,717,0.5000,3.03,14.80
88287,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,718,0.5000,3.03,14.80
88363,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.80
88438,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,719,0.5000,3.03,14.70
88513,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,713,0.5000,3.03,14.70
88587,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,715,0.5000,3.03,14.70
88663,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,718,0.5000,3.03,14.70
88738,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,726,0.5000,3.03,14.70
88813,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,722,0.5000,3.03,14.70
88887,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.03,14.70
88962,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.03,14.70
89038,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,718,0.5000,3.03,14.70
89113,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,709,0.5000,3.03,14.70
89188,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,695,0.5000,3.03,14.70
89262,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,697,0.5000,3.03,14.70
89337,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,696,0.5000,3.03,14.80
89412,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.03,14.70
89488,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,696,0.5000,3.03,14.70
89562,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.03,14.70
89637,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,701,0.5000,3.03,14.70
89712,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,695,0.5000,3.03,14.70
89788,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.70
89862,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,694,0.5000,2.98,14.70
89938,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,694,0.5000,3.03,14.80
90012,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,691,0.5000,3.03,14.70
90087,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,687,0.5000,3.03,14.70
90163,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,683,0.5000,3.03,14.70
90238,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,682,0.5000,3.00,14.80
90313,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,690,0.5000,2.98,14.70
90387,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,683,0.5000,3.00,14.80
90463,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,690,0.5000,3.03,14.80
90538,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,696,0.5000,3.00,14.70
90612,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.00,14.70
90688,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,704,0.5000,2.98,14.70
90762,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.00,14.70
90838,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.03,14.80
90912,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,705,0.5000,3.03,14.80
90988,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.80
91063,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,717,0.5000,3.03,14.80
91138,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.03,14.80
91213,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,723,0.5000,3.03,14.80
91287,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.90
91363,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,706,0.5000,3.03,14.90
91437,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,699,0.5000,3.03,14.70
91513,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,693,0.5000,3.03,14.80
91588,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.03,14.80
91663,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.80
91738,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.80
91813,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.03,14.80
91888,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.03,14.90
91963,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,709,0.5000,3.00,14.90
92038,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,190,705,0.5000,3.03,14.90
92113,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,720,0.5000,3.03,14.80
92188,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.80
92263,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.00,14.80
92338,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.03,14.80
92414,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.00,14.80
92487,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.03,14.90
92563,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.00,14.90
92638,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,721,0.5000,3.03,14.80
92713,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,726,0.5000,3.00,14.80
92788,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,730,0.5000,3.03,14.80
92863,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,724,0.5000,3.03,14.80
92938,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.70
93013,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.80
93088,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.70
93163,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.03,14.70
93238,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.70
93313,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.03,14.70
93388,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.03,14.80
93463,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,694,0.5000,3.03,14.80
93538,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,698,0.5000,3.03,14.80
93613,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,696,0.5000,3.03,14.70
93689,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.70
93763,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,699,0.5000,3.03,14.70
93838,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.70
93913,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,696,0.5000,3.00,14.70
93988,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,693,0.5000,3.03,14.70
94063,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,688,0.5000,3.03,14.70
94138,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,683,0.5000,3.03,14.80
94213,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,682,0.5000,3.03,14.70
94288,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,686,0.5000,3.03,14.80
94363,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.80
94438,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,711,0.5000,2.98,14.80
94513,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,722,0.5000,2.98,14.80
94588,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,2.98,14.80
94663,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.80
94739,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,719,0.5000,3.03,14.80
94813,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,700,0.5000,3.03,14.80
94888,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,700,0.5000,3.03,14.80
94963,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,706,0.5000,3.03,14.80
95038,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.70
95113,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
95188,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,710,0.5000,3.03,14.80
95264,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,696,0.5000,3.03,14.80
95339,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,691,0.5000,3.03,14.80
95413,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,3.03,14.80
95488,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,705,0.5000,3.00,14.80
95563,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
95638,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,3.03,14.70
95713,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.03,14.70
95788,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,705,0.5000,3.03,14.80
95864,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
95938,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.90
96013,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.90
96089,0.00,2.34,2.10,0.00,0.00,0.00,1,13.52,190,706,0.5000,3.03,14.80
96163,0.00,2.34,2.10,0.00,0.00,0.00,1,13.44,190,716,0.5000,3.03,14.80
96238,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,190,719,0.5000,3.03,14.80
96313,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,190,724,0.5000,3.03,14.90
96388,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,722,0.5000,3.03,14.80
96463,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,722,0.5000,3.03,14.80
96538,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,725,0.5000,3.03,14.80
96613,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.03,14.80
96688,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.03,14.90
96763,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,721,0.5000,3.03,14.90
96838,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,724,0.5000,3.03,14.80
96913,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,728,0.5000,3.03,14.70
96988,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.03,14.80
97063,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,726,0.5000,3.03,14.80
97138,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,726,0.5000,3.03,14.70
97213,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,722,0.5000,3.03,14.80
97288,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,720,0.5000,3.03,14.80
97363,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.03,14.80
97438,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,190,709,0.5000,3.03,14.70
97513,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.80
97588,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.70
97663,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.03,14.70
97739,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,705,0.5000,3.03,14.70
97813,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.03,14.70
97888,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.70
97963,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.70
98038,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.03,14.70
98113,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.60
98189,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,699,0.5000,3.03,14.50
98264,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.50
98337,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,696,0.5000,3.03,14.70
98413,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,708,0.5000,3.03,14.60
98488,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.03,14.60
98563,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.60
98639,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,722,0.5000,3.03,14.70
98713,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,720,0.5000,3.03,14.70
98788,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,728,0.5000,3.03,14.60
98863,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.60
98939,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.03,14.70
99013,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,703,0.5000,3.03,14.70
99088,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,708,0.5000,3.03,14.70
99164,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.70
99238,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.03,14.80
99314,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.03,14.70
99389,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,3.03,14.80
99464,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,703,0.5000,3.03,14.80
99538,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.03,14.70
99614,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.03,14.80
99688,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,709,0.5000,3.03,14.70
99763,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,718,0.5000,3.03,14.70
99838,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.03,14.80
99914,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,713,0.5000,3.03,14.70
99988,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,696,0.5000,3.03,14.70
100064,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,691,0.5000,3.03,14.70
100139,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
100214,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,707,0.5000,3.03,14.70
100289,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,699,0.5000,3.03,14.80
100363,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,704,0.5000,3.03,14.80
100438,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,714,0.5000,3.03,14.80
100513,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.03,14.80
100589,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.03,14.70
100664,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.70
100739,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,697,0.5000,3.03,14.80
100813,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,690,0.5000,3.03,14.70
100889,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,688,0.5000,3.03,14.70
100963,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.70
101039,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.70
101113,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.00,14.70
101189,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,701,0.5000,3.00,14.70
101264,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.00,14.70
101338,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.00,14.70
101414,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.03,14.90
101489,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.70
101563,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,705,0.5000,3.03,14.70
101639,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.80
101714,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,713,0.5000,3.03,14.90
101789,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.80
101864,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.80
101939,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.03,14.80
102014,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.70
102089,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,688,0.5000,3.03,14.70
102163,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,687,0.5000,3.03,14.70
102239,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.80
102314,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,700,0.5000,3.03,14.80
